"japanese_word","hiragana","meaning","part_of_speech","jlpt_level","frequency","pitch_accent","te_form","ta_form","nai_form","masu_form","example_sentence","example_translation","synonyms","antonyms","nuance","kanji_info","additional_examples","compounds"
"ノート","ノート","daftar","ot","N5","Top 2000","①","","","","","そのノートはだれのですか。(そののーとはだれのですか。)","U daftar kimniki?","帳面","","Inglizcha ""notebook"" dan qisqargan. Diqqat: 「ノートパソコン」 — noutbuk kompyuter, oddiy 「ノート」 esa qog'oz daftar.","[]","[{""sentence"":""ノートに書きます。(のーとにかきます。)"",""translation"":""Daftarga yozaman.""},{""sentence"":""新しいノートを買いました。(あたらしいのーとをかいました。)"",""translation"":""Yangi daftar sotib oldim.""}]","[{""word"":""ノートパソコン"",""hiragana"":""ノートパソコン"",""meaning"":""noutbuk (kompyuter)""}]"
"手帳","てちょう","yon daftar, cho'ntak daftarchasi","ot","N5","Top 5000","⓪","","","","","これは私の手帳です。(これはわたしのてちょうです。)","Bu — mening yon daftarim.","ノート","","「手（qo'l）」＋「帳（daftar）」 — qo'lda olib yuriladigan kichik daftar, ko'pincha kundalik reja uchun. 「ノート」 dan farqi: o'lchami kichik va sanalar bo'limi bor.","[{""kanji"":""手"",""meaning"":""qo'l"",""kunReading"":""te"",""onReading"":""shu"",""strokes"":4},{""kanji"":""帳"",""meaning"":""daftar, kitobcha"",""kunReading"":""-"",""onReading"":""chou"",""strokes"":11}]","[{""sentence"":""手帳に予定を書きます。(てちょうによていをかきます。)"",""translation"":""Rejalarni yon daftarga yozaman.""},{""sentence"":""手帳をなくしました。(てちょうをなくしました。)"",""translation"":""Yon daftarimni yo'qotib qo'ydim.""}]","[{""word"":""母子手帳"",""hiragana"":""ぼしてちょう"",""meaning"":""ona va bola daftarchasi""}]"
"名刺","めいし","tashrif qog'ozi, vizitka","ot","N5","Top 5000","⓪","","","","","これは私の名刺です。(これはわたしのめいしです。)","Bu — mening tashrif qog'ozim.","カード","","Yaponiyada tanishuvda vizitka almashish qat'iy odob qoidasiga ega: ikki qo'llab beriladi va darhol cho'ntakka solinmaydi. 「名詞（めいし）」 — omonim, u ""ot (so'z turkumi)"" degani.","[{""kanji"":""名"",""meaning"":""ism, nom"",""kunReading"":""na"",""onReading"":""mei"",""strokes"":6},{""kanji"":""刺"",""meaning"":""sanchmoq, kartochka"",""kunReading"":""sa"",""onReading"":""shi"",""strokes"":8}]","[{""sentence"":""名刺をどうぞ。(めいしをどうぞ。)"",""translation"":""Marhamat, tashrif qog'ozim.""},{""sentence"":""名刺を交換しました。(めいしをこうかんしました。)"",""translation"":""Tashrif qog'ozlarini almashdik.""}]","[{""word"":""名刺入れ"",""hiragana"":""めいしいれ"",""meaning"":""vizitkadon""}]"
"カード","カード","kartochka, karta","ot","N5","Top 2000","①","","","","","これは図書館のカードです。(これはとしょかんのかーどです。)","Bu — kutubxona kartochkasi.","名刺","","Keng ma'noli o'zlashma: bank kartasi, tabriknoma, o'yin kartasi — hammasi 「カード」. Aniqlik uchun oldiga tur qo'shiladi: クレジットカード, テレホンカード.","[]","[{""sentence"":""カードで払います。(かーどではらいます。)"",""translation"":""Karta bilan to'layman.""},{""sentence"":""誕生日のカードを送りました。(たんじょうびのかーどをおくりました。)"",""translation"":""Tug'ilgan kun tabrigini yubordim.""}]","[{""word"":""クレジットカード"",""hiragana"":""クレジットカード"",""meaning"":""kredit kartasi""}]"
"テレホンカード","テレホンカード","telefon kartochkasi","ot","N5","Boshqa","④","","","","","それはテレホンカードです。(それはてれほんかーどです。)","U — telefon kartochkasi.","カード","","Taksofon uchun oldindan to'langan kartochka. Mobil telefonlar tarqalgach kundalik hayotdan deyarli chiqib ketdi, lekin darsliklarda hamon uchraydi; qisqartmasi 「テレカ」.","[]","[{""sentence"":""テレホンカードを買いました。(てれほんかーどをかいました。)"",""translation"":""Telefon kartochkasi sotib oldim.""},{""sentence"":""このテレホンカードはきれいですね。(このてれほんかーどはきれいですね。)"",""translation"":""Bu telefon kartochkasi chiroyli ekan.""}]","[{""word"":""テレカ"",""hiragana"":""テレカ"",""meaning"":""telefon kartochkasi (qisqartma)""}]"
"鉛筆","えんぴつ","qalam (oddiy qalam)","ot","N5","Top 2000","⓪","","","","","これは鉛筆です。(これはえんぴつです。)","Bu — qalam.","シャープペンシル","ボールペン","「鉛（qo'rg'oshin）」＋「筆（cho'tka, qalam）」. Yog'och qalam — 「鉛筆」, mexanik avtoqalam — 「シャープペンシル」.","[{""kanji"":""鉛"",""meaning"":""qo'rg'oshin"",""kunReading"":""namari"",""onReading"":""en"",""strokes"":13},{""kanji"":""筆"",""meaning"":""cho'tka, qalam"",""kunReading"":""fude"",""onReading"":""hitsu"",""strokes"":12}]","[{""sentence"":""鉛筆で書いてください。(えんぴつでかいてください。)"",""translation"":""Qalamda yozing.""},{""sentence"":""鉛筆を貸してください。(えんぴつをかしてください。)"",""translation"":""Qalamingizni berib turing.""}]","[{""word"":""色鉛筆"",""hiragana"":""いろえんぴつ"",""meaning"":""rangli qalam""},{""word"":""鉛筆削り"",""hiragana"":""えんぴつけずり"",""meaning"":""qalamtarosh""}]"
"ボールペン","ボールペン","sharikli ruchka","ot","N5","Top 5000","⓪","","","","","そのボールペンは私のです。(そのぼーるぺんはわたしのです。)","U sharikli ruchka meniki.","ペン","鉛筆","Inglizcha ""ball-point pen"" dan. Rasmiy hujjatlar odatda 「ボールペン」 bilan to'ldiriladi — qalamda yozilgani qabul qilinmaydi.","[]","[{""sentence"":""ボールペンで名前を書きます。(ぼーるぺんでなまえをかきます。)"",""translation"":""Ismimni ruchkada yozaman.""},{""sentence"":""黒いボールペンはありますか。(くろいぼーるぺんはありますか。)"",""translation"":""Qora ruchka bormi?""}]","[]"
"シャープペンシル","シャープペンシル","avtoqalam (mexanik qalam)","ot","N5","Boshqa","④","","","","","これはシャープペンシルです。(これはしゃーぷぺんしるです。)","Bu — avtoqalam.","鉛筆","","Yaponiyada yasalgan inglizsimon so'z (""sharp pencil""); kundalik nutqda deyarli doim 「シャーペン」 deb qisqartiriladi.","[]","[{""sentence"":""シャープペンシルの芯がありません。(しゃーぷぺんしるのしんがありません。)"",""translation"":""Avtoqalamning grifeli qolmabdi.""},{""sentence"":""シャープペンシルで書きます。(しゃーぷぺんしるでかきます。)"",""translation"":""Avtoqalamda yozaman.""}]","[{""word"":""シャーペン"",""hiragana"":""シャーペン"",""meaning"":""avtoqalam (qisqartma)""}]"
"かぎ","かぎ","kalit; qulf","ot","N5","Top 2000","②","","","","","これは車のかぎです。(これはくるまのかぎです。)","Bu — mashinaning kaliti.","キー","","Bitta so'z ham kalitni, ham qulfni bildiradi. 「かぎをかける」 — qulflamoq, 「かぎを開ける」 — qulfni ochmoq. Kanji shakli 「鍵」 ham yoziladi, lekin darsliklarda ko'pincha kana bilan beriladi.","[]","[{""sentence"":""かぎをかけてください。(かぎをかけてください。)"",""translation"":""Eshikni qulflab qo'ying.""},{""sentence"":""かぎをなくしました。(かぎをなくしました。)"",""translation"":""Kalitni yo'qotib qo'ydim.""}]","[{""word"":""合いかぎ"",""hiragana"":""あいかぎ"",""meaning"":""zaxira kalit""}]"
"時計","とけい","soat (asbob)","ot","N5","Top 1000","⓪","","","","","その時計はいくらですか。(そのとけいはいくらですか。)","U soat qancha turadi?","ウォッチ","","「時計」 — soat asbobi. Vaqtning o'zi (soat necha) esa 「～時（じ）」 bilan aytiladi: 「今、何時ですか」.","[{""kanji"":""時"",""meaning"":""vaqt, soat"",""kunReading"":""toki"",""onReading"":""ji"",""strokes"":10},{""kanji"":""計"",""meaning"":""o'lchamoq, hisoblamoq"",""kunReading"":""haka"",""onReading"":""kei"",""strokes"":9}]","[{""sentence"":""この時計はスイスのです。(このとけいはすいすのです。)"",""translation"":""Bu soat Shveytsariyaniki.""},{""sentence"":""時計が止まりました。(とけいがとまりました。)"",""translation"":""Soat to'xtab qoldi.""}]","[{""word"":""腕時計"",""hiragana"":""うでどけい"",""meaning"":""qo'l soati""},{""word"":""目覚まし時計"",""hiragana"":""めざましどけい"",""meaning"":""budilnik""}]"
"傘","かさ","soyabon, zontik","ot","N5","Top 2000","①","","","","","あの傘はミラーさんのです。(あのかさはみらーさんのです。)","Ana u soyabon janob Millerniki.","","","Kanjining o'zi ochilgan soyabon shakliga o'xshaydi. Yaponiyada shaffof arzon soyabon 「ビニール傘」 juda keng tarqalgan.","[{""kanji"":""傘"",""meaning"":""soyabon"",""kunReading"":""kasa"",""onReading"":""san"",""strokes"":12}]","[{""sentence"":""傘を持って行きます。(かさをもっていきます。)"",""translation"":""Soyabon olib ketaman.""},{""sentence"":""電車に傘を忘れました。(でんしゃにかさをわすれました。)"",""translation"":""Poyezdda soyabonimni unutib qoldirdim.""}]","[{""word"":""雨傘"",""hiragana"":""あまがさ"",""meaning"":""yomg'ir soyaboni""},{""word"":""日傘"",""hiragana"":""ひがさ"",""meaning"":""quyosh soyaboni""}]"
"かばん","かばん","sumka, portfel","ot","N5","Top 2000","⓪","","","","","これは私のかばんです。(これはわたしのかばんです。)","Bu — mening sumkam.","バッグ","","「かばん」 — qo'lda ko'tariladigan qattiqroq sumka/portfel; 「バッグ」 esa umumiy ""sumka"" (ayollar sumkasi ham). Kanji shakli 「鞄」 kam ishlatiladi.","[]","[{""sentence"":""かばんの中に本があります。(かばんのなかにほんがあります。)"",""translation"":""Sumkaning ichida kitob bor.""},{""sentence"":""新しいかばんを買いたいです。(あたらしいかばんをかいたいです。)"",""translation"":""Yangi sumka sotib olmoqchiman.""}]","[{""word"":""手さげかばん"",""hiragana"":""てさげかばん"",""meaning"":""qo'l sumkasi""}]"
"[カセット]テープ","[カセット]テープ","audio tasma, kasseta","ot","N5","Boshqa","①","","","","","これは日本語のテープです。(これはにほんごのてーぷです。)","Bu — yapon tili tasmasi.","","","Qavs ichidagi 「カセット」 tushirib qoldirilishi mumkin — shunchaki 「テープ」 deyish kifoya. So'z 「テープ」 yopishqoq lentani ham bildiradi (セロテープ).","[]","[{""sentence"":""テープを聞きます。(てーぷをききます。)"",""translation"":""Tasmani tinglayman.""},{""sentence"":""カセットテープがありますか。(かせっとてーぷがありますか。)"",""translation"":""Kasseta bormi?""}]","[{""word"":""ビデオテープ"",""hiragana"":""ビデオテープ"",""meaning"":""videotasma""}]"
"テープレコーダー","テープレコーダー","magnitofon","ot","N5","Boshqa","⑤","","","","","それはテープレコーダーです。(それはてーぷれこーだーです。)","U — magnitofon.","レコーダー","","Uzun katakana so'z; hozirgi nutqda 「レコーダー」 yoki 「ICレコーダー」 (raqamli diktafon) ko'proq ishlatiladi.","[]","[{""sentence"":""テープレコーダーで録音します。(てーぷれこーだーでろくおんします。)"",""translation"":""Magnitofonga yozib olaman.""},{""sentence"":""このテープレコーダーは日本のです。(このてーぷれこーだーはにほんのです。)"",""translation"":""Bu magnitofon Yaponiyaniki.""}]","[{""word"":""ビデオレコーダー"",""hiragana"":""ビデオレコーダー"",""meaning"":""videomagnitofon""}]"
"テレビ","テレビ","televizor","ot","N5","Top 1000","①","","","","","これは日本のテレビです。(これはにほんのてれびです。)","Bu — Yaponiya televizori.","","ラジオ","""Television"" ning qisqargan shakli. Ham asbobni, ham ko'rsatuvni bildiradi: 「テレビを見る」 — televizor ko'rmoq.","[]","[{""sentence"":""毎晩テレビを見ます。(まいばんてれびをみます。)"",""translation"":""Har kecha televizor ko'raman.""},{""sentence"":""テレビをつけてください。(てれびをつけてください。)"",""translation"":""Televizorni yoqing.""}]","[{""word"":""テレビ番組"",""hiragana"":""テレビばんぐみ"",""meaning"":""teleko'rsatuv""}]"
"ラジオ","ラジオ","radio","ot","N5","Top 2000","①","","","","","そのラジオは私のです。(そのらじおはわたしのです。)","U radio meniki.","","テレビ","Yozilishi 「ラジオ」, lekin talaffuzda 「ラジヲ」 kabi eshitilishi mumkin. Radio ""tinglanadi"" — 「聞く」 fe'li bilan keladi.","[]","[{""sentence"":""ラジオを聞きます。(らじおをききます。)"",""translation"":""Radio tinglayman.""},{""sentence"":""ラジオで日本語を勉強します。(らじおでにほんごをべんきょうします。)"",""translation"":""Radio orqali yapon tilini o'rganaman.""}]","[{""word"":""ラジオ番組"",""hiragana"":""ラジオばんぐみ"",""meaning"":""radioko'rsatuv""}]"
"カメラ","カメラ","fotoapparat, kamera","ot","N5","Top 2000","①","","","","","これは日本のカメラです。(これはにほんのかめらです。)","Bu — Yaponiya fotoapparati.","","","Yaponiya fotoapparat ishlab chiqarishda mashhur bo'lgani uchun darsliklarda tez-tez misol sifatida keladi. 「デジカメ」 — raqamli fotoapparat.","[]","[{""sentence"":""カメラで写真を撮ります。(かめらでしゃしんをとります。)"",""translation"":""Fotoapparat bilan rasmga olaman.""},{""sentence"":""そのカメラは高いですか。(そのかめらはたかいですか。)"",""translation"":""U fotoapparat qimmatmi?""}]","[{""word"":""デジカメ"",""hiragana"":""デジカメ"",""meaning"":""raqamli fotoapparat""}]"
"コンピューター","コンピューター","kompyuter","ot","N5","Top 2000","③","","","","","あれはコンピューターです。(あれはこんぴゅーたーです。)","Ana u — kompyuter.","パソコン","","Kundalik nutqda shaxsiy kompyuter uchun ko'proq 「パソコン」 (personal computer) ishlatiladi; 「コンピューター」 texnik va umumiy ma'noda keladi.","[]","[{""sentence"":""コンピューターで仕事をします。(こんぴゅーたーでしごとをします。)"",""translation"":""Kompyuterda ishlayman.""},{""sentence"":""このコンピューターは新しいです。(このこんぴゅーたーはあたらしいです。)"",""translation"":""Bu kompyuter yangi.""}]","[{""word"":""パソコン"",""hiragana"":""パソコン"",""meaning"":""shaxsiy kompyuter""}]"
"自動車","じどうしゃ","avtomobil, mashina","ot","N5","Top 2000","②","","","","","あれは自動車の雑誌です。(あれはじどうしゃのざっしです。)","Ana u — avtomobil jurnali.","車","","「自（o'zi）」＋「動（harakat）」＋「車（arava）」 — ""o'zi yuradigan arava"". Kundalik nutqda qisqa 「車（くるま）」 ko'proq ishlatiladi, 「自動車」 esa rasmiy va texnik matnlarda.","[{""kanji"":""自"",""meaning"":""o'zi"",""kunReading"":""mizuka"",""onReading"":""ji, shi"",""strokes"":6},{""kanji"":""動"",""meaning"":""harakatlanmoq"",""kunReading"":""ugo"",""onReading"":""dou"",""strokes"":11},{""kanji"":""車"",""meaning"":""arava, mashina"",""kunReading"":""kuruma"",""onReading"":""sha"",""strokes"":7}]","[{""sentence"":""父は自動車の会社で働いています。(ちちはじどうしゃのかいしゃではたらいています。)"",""translation"":""Otam avtomobil kompaniyasida ishlaydi.""},{""sentence"":""自動車を買いました。(じどうしゃをかいました。)"",""translation"":""Avtomobil sotib oldim.""}]","[{""word"":""自動車学校"",""hiragana"":""じどうしゃがっこう"",""meaning"":""haydovchilik maktabi""},{""word"":""自転車"",""hiragana"":""じてんしゃ"",""meaning"":""velosiped""}]"
"机","つくえ","stol, parta (yozuv stoli)","ot","N5","Top 2000","⓪","","","","","これは私の机です。(これはわたしのつくえです。)","Bu — mening stolim.","デスク, テーブル","","「机」 — yozish va ishlash uchun stol (parta). Ovqat yeyiladigan yoki mehmon stoli esa 「テーブル」 deyiladi.","[{""kanji"":""机"",""meaning"":""stol, parta"",""kunReading"":""tsukue"",""onReading"":""ki"",""strokes"":6}]","[{""sentence"":""机の上に本があります。(つくえのうえにほんがあります。)"",""translation"":""Stol ustida kitob bor.""},{""sentence"":""机を運びます。(つくえをはこびます。)"",""translation"":""Stolni ko'chiraman.""}]","[{""word"":""勉強机"",""hiragana"":""べんきょうづくえ"",""meaning"":""o'quv stoli""}]"
"いす","いす","stul, kursi","ot","N5","Top 2000","⓪","","","","","そのいすは新しいです。(そのいすはあたらしいです。)","U stul yangi.","チェア","","Kanji shakli 「椅子」, lekin boshlang'ich darsliklarda kana bilan beriladi. 「社長のいす」 kabi majoziy ma'noda ""lavozim"" degani ham bo'ladi.","[]","[{""sentence"":""いすに座ってください。(いすにすわってください。)"",""translation"":""Stulga o'tiring.""},{""sentence"":""いすが足りません。(いすがたりません。)"",""translation"":""Stullar yetmayapti.""}]","[{""word"":""車いす"",""hiragana"":""くるまいす"",""meaning"":""nogironlar aravachasi""}]"
"チョコレート","チョコレート","shokolad","ot","N5","Top 5000","③","","","","","これはスイスのチョコレートです。(これはすいすのちょこれーとです。)","Bu — Shveytsariya shokoladi.","チョコ","","Qisqartmasi 「チョコ」. Yaponiyada 14-fevralda ayollar erkaklarga shokolad sovg'a qilish odati bor — 「義理チョコ」 (odob uchun beriladigan shokolad) degan tushuncha ham shundan.","[]","[{""sentence"":""チョコレートをどうぞ。(ちょこれーとをどうぞ。)"",""translation"":""Marhamat, shokolad oling.""},{""sentence"":""チョコレートが好きです。(ちょこれーとがすきです。)"",""translation"":""Shokoladni yaxshi ko'raman.""}]","[{""word"":""チョコレートケーキ"",""hiragana"":""チョコレートケーキ"",""meaning"":""shokoladli tort""}]"
"コーヒー","コーヒー","qahva, kofe","ot","N5","Top 2000","③","","","","","これはブラジルのコーヒーです。(これはぶらじるのこーひーです。)","Bu — Braziliya qahvasi.","","お茶","Gollandcha ""koffie"" dan o'zlashgan, shuning uchun 「コーフィー」 emas, 「コーヒー」. Muzli qahva — 「アイスコーヒー」.","[]","[{""sentence"":""毎朝コーヒーを飲みます。(まいあさこーひーをのみます。)"",""translation"":""Har kuni ertalab qahva ichaman.""},{""sentence"":""コーヒーをどうぞ。(こーひーをどうぞ。)"",""translation"":""Marhamat, qahva iching.""}]","[{""word"":""アイスコーヒー"",""hiragana"":""アイスコーヒー"",""meaning"":""muzli qahva""},{""word"":""コーヒーカップ"",""hiragana"":""コーヒーカップ"",""meaning"":""qahva piyolasi""}]"
"英語","えいご","ingliz tili","ot","N5","Top 1000","⓪","","","","","これは英語の本です。(これはえいごのほんです。)","Bu — ingliz tili kitobi.","","","「英」 — Angliya (英国) belgisi; unga 「語（til）」 qo'shilib ""ingliz tili"" hosil bo'lgan. Xuddi shu qolipda 日本語, 中国語, フランス語 yasaladi.","[{""kanji"":""英"",""meaning"":""Angliya; iqtidorli"",""kunReading"":""-"",""onReading"":""ei"",""strokes"":8},{""kanji"":""語"",""meaning"":""til, so'z"",""kunReading"":""kata"",""onReading"":""go"",""strokes"":14}]","[{""sentence"":""英語が分かりますか。(えいごがわかりますか。)"",""translation"":""Ingliz tilini tushunasizmi?""},{""sentence"":""英語で話しましょう。(えいごではなしましょう。)"",""translation"":""Ingliz tilida gaplashaylik.""}]","[{""word"":""英会話"",""hiragana"":""えいかいわ"",""meaning"":""ingliz tilida suhbat""}]"
"日本語","にほんご","yapon tili","ot","N5","Top 500","⓪","","","","","これは日本語の辞書です。(これはにほんごのじしょです。)","Bu — yapon tili lug'ati.","国語","","Yaponlarning o'zlari maktabda o'z tilini 「国語（こくご）」 deb ataydi; 「日本語」 esa chet elliklar o'rganadigan til sifatida ishlatiladi.","[{""kanji"":""日"",""meaning"":""quyosh, kun"",""kunReading"":""hi, ka"",""onReading"":""nichi"",""strokes"":4},{""kanji"":""本"",""meaning"":""asos, kitob"",""kunReading"":""moto"",""onReading"":""hon"",""strokes"":5},{""kanji"":""語"",""meaning"":""til, so'z"",""kunReading"":""kata"",""onReading"":""go"",""strokes"":14}]","[{""sentence"":""日本語を勉強しています。(にほんごをべんきょうしています。)"",""translation"":""Yapon tilini o'rganyapman.""},{""sentence"":""日本語は面白いです。(にほんごはおもしろいです。)"",""translation"":""Yapon tili qiziqarli.""}]","[{""word"":""日本語学校"",""hiragana"":""にほんごがっこう"",""meaning"":""yapon tili maktabi""}]"
