"japanese_word","hiragana","meaning","part_of_speech","jlpt_level","frequency","pitch_accent","te_form","ta_form","nai_form","masu_form","example_sentence","example_translation","synonyms","antonyms","nuance","kanji_info","additional_examples","compounds"
"会います","あいます","uchrashmoq, uchratmoq [友達に～]","fe'l","N5","Top 500","②","会って","会った","会わない","会います","駅で友達に会います。(えきでともだちにあいます。)","Bekatda do'stim bilan uchrashaman.","お目にかかる","別れます","Muhim istisno: bu fe'l 「を」 emas, **「に」** talab qiladi — 「友達に会います」. O'zbekchadagi ""do'stimni uchratdim"" tuzilishiga aldanmang.","[{""kanji"":""会"",""meaning"":""uchrashmoq, yig'in"",""kunReading"":""a"",""onReading"":""kai"",""strokes"":6}]","[{""sentence"":""きのう先生に会いました。(きのうせんせいにあいました。)"",""translation"":""Kecha ustozni uchratdim.""},{""sentence"":""また会いましょう。(またあいましょう。)"",""translation"":""Yana uchrashaylik.""}]","[{""word"":""会社"",""hiragana"":""かいしゃ"",""meaning"":""firma""},{""word"":""会議"",""hiragana"":""かいぎ"",""meaning"":""yig'ilish""}]"
"ごはん","ごはん","ovqat; qaynatilgan guruch","ot","N5","Top 500","①","","","","","ごはんを食べましたか。(ごはんをたべましたか。)","Ovqatlandingizmi?","食事, ライス","","Ikki ma'noli: qaynatilgan oq guruch va umuman ovqat. Kanji shakli 「ご飯」. Pishmagan guruch — 「米（こめ）」, restoran uslubida — 「ライス」.","[]","[{""sentence"":""ごはんを二杯食べました。(ごはんをにはいたべました。)"",""translation"":""Ikki kosa guruch yedim.""},{""sentence"":""ごはんの時間です。(ごはんのじかんです。)"",""translation"":""Ovqat vaqti.""}]","[{""word"":""ご飯"",""hiragana"":""ごはん"",""meaning"":""ovqat, guruch""},{""word"":""炊飯器"",""hiragana"":""すいはんき"",""meaning"":""guruch pishirgich""}]"
"朝ごはん","あさごはん","nonushta, ertalabki ovqat","ot","N5","Top 1000","③","","","","","毎朝七時に朝ごはんを食べます。(まいあさしちじにあさごはんをたべます。)","Har kuni ertalab soat yettida nonushta qilaman.","朝食","晩ごはん","4-darsdagi 「朝」＋「ごはん」. Rasmiy uslubda 「朝食（ちょうしょく）」 — mehmonxona va menyularda shu shakl uchraydi.","[{""kanji"":""朝"",""meaning"":""tong, ertalab"",""kunReading"":""asa"",""onReading"":""chou"",""strokes"":12}]","[{""sentence"":""けさは朝ごはんを食べませんでした。(けさはあさごはんをたべませんでした。)"",""translation"":""Bugun ertalab nonushta qilmadim.""},{""sentence"":""朝ごはんはパンとコーヒーです。(あさごはんはぱんとこーひーです。)"",""translation"":""Nonushtam non va qahva.""}]","[{""word"":""朝食"",""hiragana"":""ちょうしょく"",""meaning"":""nonushta (rasmiy)""}]"
"昼ごはん","ひるごはん","tushlik","ot","N5","Top 1000","③","","","","","食堂で昼ごはんを食べます。(しょくどうでひるごはんをたべます。)","Oshxonada tushlik qilaman.","昼食, ランチ","","Rasmiy shakli 「昼食（ちゅうしょく）」, restoran menyularida esa 「ランチ」. 4-darsdagi 「昼休み」 aynan shu ovqat vaqti.","[{""kanji"":""昼"",""meaning"":""kunduz, tush"",""kunReading"":""hiru"",""onReading"":""chuu"",""strokes"":9}]","[{""sentence"":""一緒に昼ごはんを食べませんか。(いっしょにひるごはんをたべませんか。)"",""translation"":""Birga tushlik qilmaymizmi?""},{""sentence"":""昼ごはんはまだです。(ひるごはんはまだです。)"",""translation"":""Hali tushlik qilmadim.""}]","[{""word"":""昼食"",""hiragana"":""ちゅうしょく"",""meaning"":""tushlik (rasmiy)""}]"
"晩ごはん","ばんごはん","kechki ovqat","ot","N5","Top 1000","③","","","","","七時に晩ごはんを食べます。(しちじにばんごはんをたべます。)","Soat yettida kechki ovqat qilaman.","夕食, 夕飯","朝ごはん","4-darsdagi 「晩」＋「ごはん」. Rasmiy shakli 「夕食（ゆうしょく）」. 「夜ごはん」 ham eshitiladi, lekin 「晩ごはん」 to'g'riroq hisoblanadi.","[{""kanji"":""晩"",""meaning"":""kech, oqshom"",""kunReading"":""-"",""onReading"":""ban"",""strokes"":12}]","[{""sentence"":""晩ごはんは何ですか。(ばんごはんはなんですか。)"",""translation"":""Kechki ovqatga nima bor?""},{""sentence"":""レストランで晩ごはんを食べました。(れすとらんでばんごはんをたべました。)"",""translation"":""Restoranda kechki ovqat qildim.""}]","[{""word"":""夕食"",""hiragana"":""ゆうしょく"",""meaning"":""kechki ovqat (rasmiy)""}]"
"パン","パン","non","ot","N5","Top 1000","①","","","","","毎朝パンを食べます。(まいあさぱんをたべます。)","Har kuni ertalab non yeyman.","","ごはん","Inglizchadan emas, portugalcha ""pão"" dan o'zlashgan — shuning uchun 「ブレッド」 emas, 「パン」. Non do'koni — 「パン屋（パンや）」.","[]","[{""sentence"":""パンを二つ買いました。(ぱんをふたつかいました。)"",""translation"":""Ikkita non sotib oldim.""},{""sentence"":""このパンはおいしいです。(このぱんはおいしいです。)"",""translation"":""Bu non mazali.""}]","[{""word"":""パン屋"",""hiragana"":""パンや"",""meaning"":""novvoyxona""},{""word"":""食パン"",""hiragana"":""しょくパン"",""meaning"":""buxanka non""}]"
"卵","たまご","tuxum","ot","N5","Top 2000","②","","","","","朝ごはんに卵を食べます。(あさごはんにたまごをたべます。)","Nonushtaga tuxum yeyman.","玉子","","Ikki kanji shakli bor: 「卵」 — umuman tuxum (biologik ma'noda ham), 「玉子」 — pishirilgan taom sifatida (玉子焼き). Yaponiyada xom tuxum yeyish keng tarqalgan.","[{""kanji"":""卵"",""meaning"":""tuxum"",""kunReading"":""tamago"",""onReading"":""ran"",""strokes"":7}]","[{""sentence"":""卵を十個買いました。(たまごをじゅっこかいました。)"",""translation"":""O'nta tuxum sotib oldim.""},{""sentence"":""卵は冷蔵庫にあります。(たまごはれいぞうこにあります。)"",""translation"":""Tuxum muzlatgichda.""}]","[{""word"":""卵焼き"",""hiragana"":""たまごやき"",""meaning"":""tuxum qovurdoq (yapon uslubida)""},{""word"":""生卵"",""hiragana"":""なまたまご"",""meaning"":""xom tuxum""}]"
"肉","にく","go'sht","ot","N5","Top 1000","②","","","","","肉と野菜を買いました。(にくとやさいをかいました。)","Go'sht va sabzavot sotib oldim.","ミート","魚","Turi oldiga qo'shiladi: 牛肉 (mol), 豚肉 (cho'chqa), 鶏肉 (tovuq). 「肉屋（にくや）」 — qassob do'koni.","[{""kanji"":""肉"",""meaning"":""go'sht"",""kunReading"":""-"",""onReading"":""niku"",""strokes"":6}]","[{""sentence"":""肉はあまり食べません。(にくはあまりたべません。)"",""translation"":""Go'shtni kam yeyman.""},{""sentence"":""この肉は高いです。(このにくはたかいです。)"",""translation"":""Bu go'sht qimmat.""}]","[{""word"":""牛肉"",""hiragana"":""ぎゅうにく"",""meaning"":""mol go'shti""},{""word"":""鶏肉"",""hiragana"":""とりにく"",""meaning"":""tovuq go'shti""}]"
"魚","さかな","baliq","ot","N5","Top 1000","⓪","","","","","きのう魚を食べました。(きのうさかなをたべました。)","Kecha baliq yedim.","","肉","「さかな」 — yegulik va tirik baliq. Belgi birikmalarda 「ぎょ」 deb o'qiladi: 「金魚（きんぎょ）」 — zarrin baliq.","[{""kanji"":""魚"",""meaning"":""baliq"",""kunReading"":""sakana, uo"",""onReading"":""gyo"",""strokes"":11}]","[{""sentence"":""日本人は魚をよく食べます。(にほんじんはさかなをよくたべます。)"",""translation"":""Yaponlar baliqni ko'p yeydi.""},{""sentence"":""魚は好きですか。(さかなはすきですか。)"",""translation"":""Baliqni yoqtirasizmi?""}]","[{""word"":""魚屋"",""hiragana"":""さかなや"",""meaning"":""baliq do'koni""},{""word"":""焼き魚"",""hiragana"":""やきざかな"",""meaning"":""qovurilgan baliq""}]"
"野菜","やさい","sabzavot, poliz ekinlari","ot","N5","Top 2000","⓪","","","","","スーパーで野菜を買います。(すーぱーでやさいをかいます。)","Supermarketdan sabzavot sotib olaman.","ベジタブル","果物","「野（dala）」＋「菜（ko'kat）」 — ""dalada o'sadigan ko'kat"". 「果物」 bilan juftlikda o'rganiladi.","[{""kanji"":""野"",""meaning"":""dala, yovvoyi"",""kunReading"":""no"",""onReading"":""ya"",""strokes"":11},{""kanji"":""菜"",""meaning"":""ko'kat, sabzavot"",""kunReading"":""na"",""onReading"":""sai"",""strokes"":11}]","[{""sentence"":""毎日野菜を食べます。(まいにちやさいをたべます。)"",""translation"":""Har kuni sabzavot yeyman.""},{""sentence"":""野菜は体にいいです。(やさいはからだにいいです。)"",""translation"":""Sabzavot sog'liqqa foydali.""}]","[{""word"":""野菜サラダ"",""hiragana"":""やさいサラダ"",""meaning"":""sabzavotli salat""}]"
"果物","くだもの","meva","ot","N5","Top 2000","②","","","","","果物が好きです。(くだものがすきです。)","Mevani yaxshi ko'raman.","フルーツ","野菜","Maxsus o'qilish: 「かぶつ」 emas, 「くだもの」. Yaponiyada meva qimmat va ko'pincha sovg'a sifatida beriladi.","[{""kanji"":""果"",""meaning"":""meva, natija"",""kunReading"":""ha"",""onReading"":""ka"",""strokes"":8},{""kanji"":""物"",""meaning"":""narsa, buyum"",""kunReading"":""mono"",""onReading"":""butsu"",""strokes"":8}]","[{""sentence"":""果物を買いに行きます。(くだものをかいにいきます。)"",""translation"":""Meva sotib olgani boraman.""},{""sentence"":""日本の果物は高いです。(にほんのくだものはたかいです。)"",""translation"":""Yaponiya mevalari qimmat.""}]","[{""word"":""果物屋"",""hiragana"":""くだものや"",""meaning"":""mevafurush do'kon""}]"
"水","みず","suv (sovuq suv)","ot","N5","Top 500","⓪","","","","","水を飲みます。(みずをのみます。)","Suv ichaman.","お水","お湯","Muhim farq: 「水」 — sovuq yoki oddiy suv, issiq suv esa butunlay boshqa so'z — 「お湯（おゆ）」. Restoranda muloyim shakli 「お水」.","[{""kanji"":""水"",""meaning"":""suv"",""kunReading"":""mizu"",""onReading"":""sui"",""strokes"":4}]","[{""sentence"":""水をください。(みずをください。)"",""translation"":""Suv bering.""},{""sentence"":""この水は冷たいです。(このみずはつめたいです。)"",""translation"":""Bu suv sovuq.""}]","[{""word"":""水曜日"",""hiragana"":""すいようび"",""meaning"":""chorshanba""},{""word"":""お湯"",""hiragana"":""おゆ"",""meaning"":""issiq suv""}]"
"お茶","おちゃ","choy (yashil yapon choyi)","ot","N5","Top 1000","⓪","","","","","お茶を飲みませんか。(おちゃをのみませんか。)","Choy ichmaymizmi?","緑茶","紅茶","Oldidagi 「お」 bu so'zdan ajralmas — 「茶」 yolg'iz ishlatilmaydi. Aniqlik uchun 「緑茶（りょくちゃ）」 — yashil choy. 「お茶する」 — kafega borib suhbatlashmoq degani.","[{""kanji"":""茶"",""meaning"":""choy"",""kunReading"":""-"",""onReading"":""cha, sa"",""strokes"":9}]","[{""sentence"":""お茶をどうぞ。(おちゃをどうぞ。)"",""translation"":""Marhamat, choy iching.""},{""sentence"":""日本のお茶はおいしいです。(にほんのおちゃはおいしいです。)"",""translation"":""Yapon choyi mazali.""}]","[{""word"":""お茶碗"",""hiragana"":""おちゃわん"",""meaning"":""choy piyolasi, guruch kosasi""},{""word"":""茶色"",""hiragana"":""ちゃいろ"",""meaning"":""jigarrang""}]"
"紅茶","こうちゃ","qora choy","ot","N5","Top 2000","⓪","","","","","紅茶を飲みます。(こうちゃをのみます。)","Qora choy ichaman.","","緑茶","So'zma-so'z ""qizil choy"" (紅＝qizil) — yaponlar tayyor ichimlik rangiga qarab shunday atashadi. 「黒茶」 deyilmaydi.","[{""kanji"":""紅"",""meaning"":""qizil, qip-qizil"",""kunReading"":""beni, kurenai"",""onReading"":""kou"",""strokes"":9},{""kanji"":""茶"",""meaning"":""choy"",""kunReading"":""-"",""onReading"":""cha"",""strokes"":9}]","[{""sentence"":""コーヒーと紅茶とどちらがいいですか。(こーひーとこうちゃとどちらがいいですか。)"",""translation"":""Qahva bilan choydan qaysi biri ma'qul?""},{""sentence"":""紅茶にミルクを入れます。(こうちゃにみるくをいれます。)"",""translation"":""Qora choyga sut qo'shaman.""}]","[{""word"":""麦茶"",""hiragana"":""むぎちゃ"",""meaning"":""arpa choyi""}]"
"牛乳","ぎゅうにゅう","sut (sigir suti)","ot","N5","Top 2000","⓪","","","","","毎朝牛乳を飲みます。(まいあさぎゅうにゅうをのみます。)","Har tong sut ichaman.","ミルク","","「牛（sigir）」＋「乳（sut）」. Do'kon yorlig'ida va rasmiy nutqda 「牛乳」, qahva yoki choyga qo'shiladigan sut esa 「ミルク」 deyiladi.","[{""kanji"":""牛"",""meaning"":""sigir, mol"",""kunReading"":""ushi"",""onReading"":""gyuu"",""strokes"":4},{""kanji"":""乳"",""meaning"":""sut, ko'krak"",""kunReading"":""chichi"",""onReading"":""nyuu"",""strokes"":8}]","[{""sentence"":""スーパーで牛乳を買いました。(すーぱーでぎゅうにゅうをかいました。)"",""translation"":""Supermarketdan sut sotib oldim.""},{""sentence"":""牛乳は冷蔵庫にあります。(ぎゅうにゅうはれいぞうこにあります。)"",""translation"":""Sut muzlatgichda.""}]","[{""word"":""牛肉"",""hiragana"":""ぎゅうにく"",""meaning"":""mol go'shti""}]"
"ミルク","ミルク","sut (ichimlikka qo'shiladigan)","ot","N5","Top 2000","①","","","","","コーヒーにミルクを入れますか。(こーひーにみるくをいれますか。)","Qahvaga sut qo'shasizmi?","牛乳","","「牛乳」 bilan bir ma'no, lekin ishlatilishi boshqa: ichimlikka qo'shiladigan sut va chaqaloq sut aralashmasi uchun 「ミルク」, do'kondagi mahsulot uchun 「牛乳」.","[]","[{""sentence"":""ミルクティーが好きです。(みるくてぃーがすきです。)"",""translation"":""Sutli choyni yaxshi ko'raman.""},{""sentence"":""赤ちゃんにミルクをあげます。(あかちゃんにみるくをあげます。)"",""translation"":""Chaqaloqqa sut beraman.""}]","[{""word"":""ミルクティー"",""hiragana"":""ミルクティー"",""meaning"":""sutli choy""}]"
"ジュース","ジュース","sharbat, sok","ot","N5","Top 2000","①","","","","","ジュースを飲みます。(じゅーすをのみます。)","Sharbat ichaman.","","","Yaponchada 「ジュース」 ko'pincha umuman shirin gazli ichimliklarni ham bildiradi, faqat tabiiy sharbatni emas.","[]","[{""sentence"":""オレンジジュースをください。(おれんじじゅーすをください。)"",""translation"":""Apelsin sharbati bering.""},{""sentence"":""子どもはジュースが好きです。(こどもはじゅーすがすきです。)"",""translation"":""Bolalar sharbatni yaxshi ko'radi.""}]","[{""word"":""オレンジジュース"",""hiragana"":""オレンジジュース"",""meaning"":""apelsin sharbati""}]"
"ビール","ビール","pivo","ot","N5","Top 2000","①","","","","","晩ごはんのときビールを飲みます。(ばんごはんのときびーるをのみます。)","Kechki ovqat paytida pivo ichaman.","","","Gollandcha ""bier"" dan o'zlashgan. Diqqat: 「ビール」 (pivo) va 「ビル」 (bino) — faqat cho'ziqlik bilan farq qiladi, ma'nolari butunlay boshqa.","[]","[{""sentence"":""ビールを一本ください。(びーるをいっぽんください。)"",""translation"":""Bir shisha pivo bering.""},{""sentence"":""ビールは飲みません。(びーるはのみません。)"",""translation"":""Pivo ichmayman.""}]","[{""word"":""生ビール"",""hiragana"":""なまビール"",""meaning"":""quyma pivo""}]"
"[お]酒","[お]さけ","sake (guruchdan tayyorlangan yapon arog'i); spirtli ichimlik","ot","N5","Top 1000","⓪","","","","","お酒を飲みますか。(おさけをのみますか。)","Ichimlik ichasizmi?","日本酒, アルコール","","Ikki ma'noli: tor ma'noda yapon guruch arog'i (aniqlik uchun 「日本酒」), keng ma'noda esa har qanday spirtli ichimlik. Qo'shma so'zlarda 「しゅ」 deb o'qiladi: 「ぶどう酒」.","[{""kanji"":""酒"",""meaning"":""spirtli ichimlik"",""kunReading"":""sake, saka"",""onReading"":""shu"",""strokes"":10}]","[{""sentence"":""日本のお酒はおいしいです。(にほんのおさけはおいしいです。)"",""translation"":""Yapon sakesi mazali.""},{""sentence"":""お酒はあまり飲みません。(おさけはあまりのみません。)"",""translation"":""Ichimlikni kam ichaman.""}]","[{""word"":""日本酒"",""hiragana"":""にほんしゅ"",""meaning"":""yapon sakesi""},{""word"":""居酒屋"",""hiragana"":""いざかや"",""meaning"":""yapon uslubidagi ichkilikxona""}]"
"ビデオ","ビデオ","video, videoyozuv","ot","N5","Top 5000","①","","","","","ビデオを見ます。(びでおをみます。)","Video ko'raman.","動画","","Darslik yozilgan davrda videokasseta ma'nosida edi; hozir internetdagi video uchun ko'proq 「動画（どうが）」 ishlatiladi.","[]","[{""sentence"":""日本語のビデオを見ました。(にほんごのびでおをみました。)"",""translation"":""Yapon tilidagi videoni ko'rdim.""},{""sentence"":""ビデオを撮ります。(びでおをとります。)"",""translation"":""Video olaman.""}]","[{""word"":""動画"",""hiragana"":""どうが"",""meaning"":""video (internetdagi)""}]"
"映画","えいが","kino, film","ot","N5","Top 1000","①","","","","","友達と映画を見ます。(ともだちとえいがをみます。)","Do'stim bilan kino ko'raman.","ムービー","","「映（aks etmoq）」＋「画（tasvir）」. Kinoteatr — 「映画館（えいがかん）」, 4-darsdagi 「美術館」「図書館」 bilan bir qolipda.","[{""kanji"":""映"",""meaning"":""aks etmoq, namoyish"",""kunReading"":""utsu, ha"",""onReading"":""ei"",""strokes"":9},{""kanji"":""画"",""meaning"":""rasm, tasvir"",""kunReading"":""-"",""onReading"":""ga, kaku"",""strokes"":8}]","[{""sentence"":""きのう映画を見ました。(きのうえいがをみました。)"",""translation"":""Kecha kino ko'rdim.""},{""sentence"":""映画館へ行きませんか。(えいがかんへいきませんか。)"",""translation"":""Kinoteatrga bormaymizmi?""}]","[{""word"":""映画館"",""hiragana"":""えいがかん"",""meaning"":""kinoteatr""}]"
"ＣＤ","シーディー","kompakt-disk (CD)","ot","N5","Top 5000","③","","","","","CDを聞きます。(しーでぃーをききます。)","Disk tinglayman.","","","Lotin harflari yaponchada o'z nomi bilan o'qiladi: CD＝シーディー, DVD＝ディーブイディー. Yaponiyada CD hozir ham boshqa mamlakatlarga qaraganda ko'proq sotiladi.","[]","[{""sentence"":""日本語のCDを買いました。(にほんごのしーでぃーをかいました。)"",""translation"":""Yapon tili diskini sotib oldim.""},{""sentence"":""このCDはいくらですか。(このしーでぃーはいくらですか。)"",""translation"":""Bu disk qancha turadi?""}]","[{""word"":""CDプレーヤー"",""hiragana"":""シーディープレーヤー"",""meaning"":""disk pleyeri""}]"
