"japanese_word","hiragana","meaning","part_of_speech","jlpt_level","frequency","pitch_accent","te_form","ta_form","nai_form","masu_form","example_sentence","example_translation","synonyms","antonyms","nuance","kanji_info","additional_examples","compounds"
"はし","はし","hashi (ovqat yeyishda ishlatiladigan cho'p)","ot","N5","Top 2000","①","","","","","はしでごはんを食べます。(はしでごはんをたべます。)","Hashi bilan ovqat yeyman.","","","Uchta omonim bor, faqat ohang bilan farqlanadi: 箸（はし①） — ovqat cho'pi, 橋（はし②） — ko'prik, 端（はし⓪） — chekka. Odob: hashini guruchga tik sanchish taqiqlanadi — bu dafn marosimini eslatadi.","[]","[{""sentence"":""はしを使えますか。(はしをつかえますか。)"",""translation"":""Hashidan foydalana olasizmi?""},{""sentence"":""はしをください。(はしをください。)"",""translation"":""Hashi bering.""}]","[{""word"":""わりばし"",""hiragana"":""わりばし"",""meaning"":""bir martalik hashi""}]"
"スプーン","スプーン","qoshiq","ot","N5","Top 5000","②","","","","","スプーンでスープを飲みます。(すぷーんですーぷをのみます。)","Qoshiq bilan sup ichaman.","さじ","","Eski yaponcha nomi 「さじ」 hozir asosan o'lchov ma'nosida qoladi: 「大さじ」 (osh qoshiq), 「小さじ」 (choy qoshiq) — retseptlarda uchraydi.","[]","[{""sentence"":""スプーンをください。(すぷーんをください。)"",""translation"":""Qoshiq bering.""},{""sentence"":""スプーンで食べてもいいです。(すぷーんでたべてもいいです。)"",""translation"":""Qoshiqda yesangiz ham bo'ladi.""}]","[{""word"":""大さじ"",""hiragana"":""おおさじ"",""meaning"":""osh qoshiq (o'lchov)""}]"
"ナイフ","ナイフ","pichoq","ot","N5","Top 5000","①","","","","","ナイフでパンを切ります。(ないふでぱんをきります。)","Pichoq bilan nonni kesaman.","包丁","","Stol pichog'i — 「ナイフ」, oshxonadagi katta pichoq esa 「包丁（ほうちょう）」 deyiladi; ikkalasi almashtirilmaydi.","[]","[{""sentence"":""ナイフとフォークで食べます。(ないふとふぉーくでたべます。)"",""translation"":""Pichoq va vilka bilan yeyman.""},{""sentence"":""このナイフはよく切れます。(このないふはよくきれます。)"",""translation"":""Bu pichoq yaxshi kesadi.""}]","[{""word"":""包丁"",""hiragana"":""ほうちょう"",""meaning"":""oshxona pichog'i""}]"
"フォーク","フォーク","sanchqi, vilka","ot","N5","Top 5000","①","","","","","フォークでサラダを食べます。(ふぉーくでさらだをたべます。)","Vilka bilan salat yeyman.","","","「フォ」 tovushi qadimgi yaponchada yo'q edi — shuning uchun kichik 「ォ」 bilan yoziladi. Bunday yozuv faqat o'zlashma so'zlarda uchraydi (ファ, フィ, フェ, フォ).","[]","[{""sentence"":""フォークをください。(ふぉーくをください。)"",""translation"":""Vilka bering.""},{""sentence"":""スプーンとフォークがあります。(すぷーんとふぉーくがあります。)"",""translation"":""Qoshiq va vilka bor.""}]","[]"
"はさみ","はさみ","qaychi","ot","N5","Top 5000","③","","","","","はさみで紙を切ります。(はさみでかみをきります。)","Qaychi bilan qog'ozni qirqaman.","","","「はさむ（qisib ushlamoq）」 fe'lidan yasalgan. Kanji shakli 「鋏」 kam ishlatiladi, odatda kana bilan yoziladi.","[]","[{""sentence"":""はさみを貸してください。(はさみをかしてください。)"",""translation"":""Qaychingizni berib turing.""},{""sentence"":""はさみはどこですか。(はさみはどこですか。)"",""translation"":""Qaychi qayerda?""}]","[]"
"ファクス","ファクス","faks","ot","N5","Boshqa","①","","","","","ファクスで書類を送ります。(ふぁくすでしょるいをおくります。)","Hujjatni faks orqali jo'nataman.","ＦＡＸ","","「ファックス」 shaklida ham yoziladi. Yaponiyada faks boshqa mamlakatlarga qaraganda ancha uzoq saqlanib qoldi — idoralarda hozir ham ishlatiladi.","[]","[{""sentence"":""ファクスをもらいました。(ふぁくすをもらいました。)"",""translation"":""Faks oldim.""},{""sentence"":""ファクス番号を教えてください。(ふぁくすばんごうをおしえてください。)"",""translation"":""Faks raqamingizni ayting.""}]","[]"
"ワープロ","ワープロ","matn protsessori (matn yozish mashinasi)","ot","N5","Boshqa","⓪","","","","","ワープロでレポートを書きます。(わーぷろでれぽーとをかきます。)","Hisobotni matn protsessorida yozaman.","パソコン","","「ワードプロセッサー」 dan qisqargan. 1980–90-yillarda keng tarqalgan alohida qurilma edi; hozir kompyuter bilan almashtirilgan, shuning uchun so'z ham eskirgan.","[]","[{""sentence"":""ワープロを使いますか。(わーぷろをつかいますか。)"",""translation"":""Matn protsessoridan foydalanasizmi?""},{""sentence"":""ワープロで手紙を書きました。(わーぷろでてがみをかきました。)"",""translation"":""Xatni matn protsessorida yozdim.""}]","[]"
"パソコン","パソコン","shaxsiy kompyuter","ot","N5","Top 2000","⓪","","","","","パソコンでレポートを書きます。(ぱそこんでれぽーとをかきます。)","Hisobotni kompyuterda yozaman.","コンピューター","","「パーソナルコンピューター」 dan qisqargan — yaponcha qisqartirish odatiga yaxshi misol (uzun o'zlashmaning har qismidan ikki bo'g'in olinadi). 2-darsdagi 「コンピューター」 dan kundalik nutqda ko'proq ishlatiladi.","[]","[{""sentence"":""新しいパソコンを買いました。(あたらしいぱそこんをかいました。)"",""translation"":""Yangi kompyuter sotib oldim.""},{""sentence"":""パソコンで映画を見ます。(ぱそこんでえいがをみます。)"",""translation"":""Kompyuterda kino ko'raman.""}]","[{""word"":""ノートパソコン"",""hiragana"":""ノートパソコン"",""meaning"":""noutbuk""}]"
"パンチ","パンチ","perforator, teshik ochgich (kantselyariya)","ot","N5","Boshqa","①","","","","","パンチで紙に穴を開けます。(ぱんちでかみにあなをあけます。)","Perforator bilan qog'ozga teshik ochaman.","穴あけパンチ","","Aniqroq nomi 「穴あけパンチ」. Diqqat: 「パンチ」 boks zarbasi ma'nosida ham keladi — kontekst ajratadi.","[]","[{""sentence"":""パンチを貸してください。(ぱんちをかしてください。)"",""translation"":""Perforatoringizni berib turing.""},{""sentence"":""パンチは事務所にあります。(ぱんちはじむしょにあります。)"",""translation"":""Perforator ofisda.""}]","[]"
"ホッチキス","ホッチキス","stepler","ot","N5","Boshqa","①","","","","","ホッチキスで紙を留めます。(ほっちきすでかみをとめます。)","Stepler bilan qog'ozlarni biriktiraman.","ステープラー","","Yaponiyaga birinchi steplerni olib kelgan amerika firmasi ""Hotchkiss"" nomidan olingan — inglizchada bunday so'z yo'q, u yerda ""stapler"" deyiladi.","[]","[{""sentence"":""ホッチキスはありますか。(ほっちきすはありますか。)"",""translation"":""Stepler bormi?""},{""sentence"":""ホッチキスで留めてください。(ほっちきすでとめてください。)"",""translation"":""Stepler bilan biriktiring.""}]","[]"
"セロテープ","セロテープ","skoch, yopishqoq lenta","ot","N5","Boshqa","③","","","","","セロテープで紙を貼ります。(せろてーぷでかみをはります。)","Skoch bilan qog'ozni yopishtiraman.","テープ","","""Cellophane tape"" dan. 2-darsdagi 「テープ」 (audio tasma) bilan bir so'zdan, lekin bu yerda yopishqoq lenta ma'nosida.","[]","[{""sentence"":""セロテープを貸してください。(せろてーぷをかしてください。)"",""translation"":""Skochingizni berib turing.""},{""sentence"":""セロテープで留めました。(せろてーぷでとめました。)"",""translation"":""Skoch bilan yopishtirdim.""}]","[]"
"消しゴム","けしゴム","o'chirg'ich, rezinka","ot","N5","Top 5000","⓪","","","","","消しゴムで消します。(けしごむでけします。)","O'chirg'ich bilan o'chiraman.","イレーサー","","「消す（o'chirmoq）」＋「ゴム（rezina）」 — kanji va katakana aralash yoziladi. Yaponiyada o'chirg'ichlar sifati bilan mashhur.","[{""kanji"":""消"",""meaning"":""o'chirmoq, yo'q qilmoq"",""kunReading"":""ke, kie"",""onReading"":""shou"",""strokes"":10}]","[{""sentence"":""消しゴムを貸してください。(けしごむをかしてください。)"",""translation"":""O'chirg'ichingizni berib turing.""},{""sentence"":""消しゴムはどこですか。(けしごむはどこですか。)"",""translation"":""O'chirg'ich qayerda?""}]","[{""word"":""消します"",""hiragana"":""けします"",""meaning"":""o'chirmoq""}]"
"紙","かみ","qog'oz","ot","N5","Top 1000","②","","","","","はさみで紙を切ります。(はさみでかみをきります。)","Qaychi bilan qog'ozni qirqaman.","","","Omonimlarga e'tibor bering: 紙（かみ②） — qog'oz, 髪（かみ②） — soch, 神（かみ①） — xudo. Yapon qog'ozi — 「和紙（わし）」.","[{""kanji"":""紙"",""meaning"":""qog'oz"",""kunReading"":""kami"",""onReading"":""shi"",""strokes"":10}]","[{""sentence"":""紙に名前を書いてください。(かみになまえをかいてください。)"",""translation"":""Qog'ozga ismingizni yozing.""},{""sentence"":""紙をください。(かみをください。)"",""translation"":""Qog'oz bering.""}]","[{""word"":""手紙"",""hiragana"":""てがみ"",""meaning"":""xat""},{""word"":""折り紙"",""hiragana"":""おりがみ"",""meaning"":""origami""}]"
"花","はな","gul","ot","N5","Top 1000","②","","","","","母に花をあげました。(ははにはなをあげました。)","Onamga gul berdim.","フラワー","","Omonim: 花（はな②） — gul, 鼻（はな⓪） — burun. 6-darsdagi 「お花見」 da 「花」 doim sakurani anglatadi.","[{""kanji"":""花"",""meaning"":""gul"",""kunReading"":""hana"",""onReading"":""ka"",""strokes"":7}]","[{""sentence"":""庭に花がたくさんあります。(にわにはながたくさんあります。)"",""translation"":""Hovlida gul ko'p.""},{""sentence"":""花をもらいました。(はなをもらいました。)"",""translation"":""Gul sovg'a qilishdi.""}]","[{""word"":""花見"",""hiragana"":""はなみ"",""meaning"":""sakura tomoshasi""},{""word"":""花火"",""hiragana"":""はなび"",""meaning"":""mushakbozlik""}]"
"シャツ","シャツ","ko'ylak (erkaklar ko'ylagi)","ot","N5","Top 5000","①","","","","","父にシャツをあげます。(ちちにしゃつをあげます。)","Otamga ko'ylak sovg'a qilaman.","ワイシャツ","","Rasmiy oq ko'ylak 「ワイシャツ」 deyiladi — bu ""white shirt"" ning yaponcha talaffuzidan kelib chiqqan, ""Y-shirt"" dan emas. Futbolka esa 「Tシャツ」.","[]","[{""sentence"":""白いシャツを買いました。(しろいしゃつをかいました。)"",""translation"":""Oq ko'ylak sotib oldim.""},{""sentence"":""このシャツはいくらですか。(このしゃつはいくらですか。)"",""translation"":""Bu ko'ylak qancha turadi?""}]","[{""word"":""ワイシャツ"",""hiragana"":""ワイシャツ"",""meaning"":""rasmiy oq ko'ylak""},{""word"":""Ｔシャツ"",""hiragana"":""ティーシャツ"",""meaning"":""futbolka""}]"
"プレゼント","プレゼント","sovg'a, tuhfa, hadya","ot","N5","Top 2000","②","","","","","誕生日にプレゼントをもらいました。(たんじょうびにぷれぜんとをもらいました。)","Tug'ilgan kunimda sovg'a oldim.","贈り物, お土産","","「プレゼント」 — tug'ilgan kun va bayram sovg'asi. 「お土産」 esa aynan safardan olib kelinadigan sovg'a — ikkalasi almashtirilmaydi.","[]","[{""sentence"":""母にプレゼントをあげます。(ははにぷれぜんとをあげます。)"",""translation"":""Onamga sovg'a beraman.""},{""sentence"":""クリスマスのプレゼントを買いました。(くりすますのぷれぜんとをかいました。)"",""translation"":""Rojdestvo sovg'asini sotib oldim.""}]","[{""word"":""贈り物"",""hiragana"":""おくりもの"",""meaning"":""sovg'a (rasmiy)""}]"
"荷物","にもつ","yuk, buyum, bagaj","ot","N5","Top 2000","①","","","","","国へ荷物を送ります。(くにへにもつをおくります。)","Vatanimga yuk jo'nataman.","バゲージ","","「荷（yuk）」＋「物（narsa）」. Qo'l yuki ham, pochta posilkasi ham, sayohat chamadoni ham — hammasi 「荷物」.","[{""kanji"":""荷"",""meaning"":""yuk"",""kunReading"":""ni"",""onReading"":""ka"",""strokes"":10},{""kanji"":""物"",""meaning"":""narsa, buyum"",""kunReading"":""mono"",""onReading"":""butsu"",""strokes"":8}]","[{""sentence"":""荷物が重いです。(にもつがおもいです。)"",""translation"":""Yuk og'ir.""},{""sentence"":""荷物を持ちましょうか。(にもつをもちましょうか。)"",""translation"":""Yukingizni ko'tarishaymi?""}]","[{""word"":""手荷物"",""hiragana"":""てにもつ"",""meaning"":""qo'l yuki""}]"
"お金","おかね","pul","ot","N5","Top 500","⓪","","","","","友達にお金を貸しました。(ともだちにおかねをかしました。)","Do'stimga pul qarz berdim.","現金","","Oldidagi 「お」 shu so'zdan deyarli ajralmas — 「金（かね）」 yolg'iz ishlatilsa qo'polroq eshitiladi. 4-darsdagi 「金曜日」 dagi 「金」 esa 「きん」 (oltin) deb o'qiladi.","[{""kanji"":""金"",""meaning"":""oltin, pul"",""kunReading"":""kane"",""onReading"":""kin"",""strokes"":8}]","[{""sentence"":""お金がありません。(おかねがありません。)"",""translation"":""Pulim yo'q.""},{""sentence"":""銀行でお金を借ります。(ぎんこうでおかねをかります。)"",""translation"":""Bankdan qarz olaman.""}]","[{""word"":""金曜日"",""hiragana"":""きんようび"",""meaning"":""juma""},{""word"":""お金持ち"",""hiragana"":""おかねもち"",""meaning"":""boy odam""}]"
"切符","きっぷ","chipta","ot","N5","Top 2000","⓪","","","","","駅で切符を買います。(えきできっぷをかいます。)","Bekatdan chipta sotib olaman.","チケット","","「切符」 asosan transport chiptasi. Konsert yoki kino chiptasi uchun 「チケット」 ishlatiladi. 3-darsdagi 「切符売り場」 — kassa.","[{""kanji"":""切"",""meaning"":""kesmoq"",""kunReading"":""ki"",""onReading"":""setsu"",""strokes"":4},{""kanji"":""符"",""meaning"":""belgi, tamg'a"",""kunReading"":""-"",""onReading"":""fu"",""strokes"":11}]","[{""sentence"":""切符を見せてください。(きっぷをみせてください。)"",""translation"":""Chiptangizni ko'rsating.""},{""sentence"":""新幹線の切符をもらいました。(しんかんせんのきっぷをもらいました。)"",""translation"":""Shinkansen chiptasini oldim.""}]","[{""word"":""切符売り場"",""hiragana"":""きっぷうりば"",""meaning"":""chipta kassasi""}]"
"クリスマス","クリスマス","Rojdestvo (Krismas)","ot","N5","Top 5000","③","","","","","クリスマスにプレゼントをもらいました。(くりすますにぷれぜんとをもらいました。)","Rojdestvoda sovg'a oldim.","","","Yaponiyada diniy emas, ko'ngilochar bayram sifatida nishonlanadi va ko'proq juftliklar uchun romantik kun hisoblanadi. Oilaviy bayram esa Yangi yil — 「お正月」.","[]","[{""sentence"":""クリスマスは十二月二十五日です。(くりすますはじゅうにがつにじゅうごにちです。)"",""translation"":""Rojdestvo — yigirma beshinchi dekabr.""},{""sentence"":""クリスマスカードを送ります。(くりすますかーどをおくります。)"",""translation"":""Rojdestvo tabrigini yuboraman.""}]","[{""word"":""クリスマスイブ"",""hiragana"":""クリスマスイブ"",""meaning"":""Rojdestvo arafasi""}]"
"父","ちち","otam, dadam (o'z otasi haqida)","ot","N5","Top 500","②","","","","","父は銀行員です。(ちちはぎんこういんです。)","Otam bank xodimi.","お父さん","母","Muhim qoida: BOSHQAGA o'z otasi haqida gapirganda 「父」, otasining o'ziga murojaat qilganda va boshqaning otasi haqida 「お父さん」 deyiladi. Bu yapon tilidagi ""ichki/tashqi"" (uchi/soto) tushunchasining asosi.","[{""kanji"":""父"",""meaning"":""ota"",""kunReading"":""chichi"",""onReading"":""fu"",""strokes"":4}]","[{""sentence"":""父にシャツをあげました。(ちちにしゃつをあげました。)"",""translation"":""Otamga ko'ylak sovg'a qildim.""},{""sentence"":""父は五十歳です。(ちちはごじゅっさいです。)"",""translation"":""Otam ellik yoshda.""}]","[{""word"":""父母"",""hiragana"":""ふぼ"",""meaning"":""ota-ona (rasmiy)""},{""word"":""祖父"",""hiragana"":""そふ"",""meaning"":""bobom""}]"
"母","はは","onam, oyim (o'z onasi haqida)","ot","N5","Top 500","①","","","","","母は病院で働いています。(はははびょういんではたらいています。)","Onam shifoxonada ishlaydi.","お母さん","父","「父」 bilan bir qoida: o'z onasi haqida boshqaga aytganda 「母」. Diqqat: 「母は」 deyilganda uchta 「は」 ketma-ket keladi — 「ははは」, bu to'g'ri.","[{""kanji"":""母"",""meaning"":""ona"",""kunReading"":""haha"",""onReading"":""bo"",""strokes"":5}]","[{""sentence"":""母に花をあげます。(ははにはなをあげます。)"",""translation"":""Onamga gul beraman.""},{""sentence"":""母から手紙をもらいました。(ははからてがみをもらいました。)"",""translation"":""Onamdan xat oldim.""}]","[{""word"":""母国語"",""hiragana"":""ぼこくご"",""meaning"":""ona tili""},{""word"":""祖母"",""hiragana"":""そぼ"",""meaning"":""buvim""}]"
"お父さん","おとうさん","ota, dada; ~ning otasi (hurmat shakli)","ot","N5","Top 500","②","","","","","お父さんはお元気ですか。(おとうさんはおげんきですか。)","Otangiz yaxshi yuribdilarmi?","父","お母さん","Ikki holatda ishlatiladi: boshqaning otasi haqida va o'z otasiga murojaat qilganda. Lekin boshqaga o'z otasi haqida gapirganda 「お父さん」 emas, 「父」 deyiladi.","[{""kanji"":""父"",""meaning"":""ota"",""kunReading"":""chichi, tou"",""onReading"":""fu"",""strokes"":4}]","[{""sentence"":""お父さん、いってきます。(おとうさん、いってきます。)"",""translation"":""Dada, men ketdim.""},{""sentence"":""ミラーさんのお父さんは医者です。(みらーさんのおとうさんはいしゃです。)"",""translation"":""Janob Millerning otasi shifokor.""}]","[{""word"":""おじいさん"",""hiragana"":""おじいさん"",""meaning"":""bobo""}]"
"お母さん","おかあさん","ona, oyi; ~ning onasi (hurmat shakli)","ot","N5","Top 500","②","","","","","お母さんはおいくつですか。(おかあさんはおいくつですか。)","Onangiz necha yoshdalar?","母","お父さん","「お父さん」 bilan bir qoida. Oila a'zolari uchun ikki qatorli tizim bor: 父／お父さん, 母／お母さん, 兄／お兄さん — birinchisi o'zi haqida, ikkinchisi hurmat bilan.","[{""kanji"":""母"",""meaning"":""ona"",""kunReading"":""haha, kaa"",""onReading"":""bo"",""strokes"":5}]","[{""sentence"":""お母さん、ごはんは何ですか。(おかあさん、ごはんはなんですか。)"",""translation"":""Oyi, ovqatga nima bor?""},{""sentence"":""田中さんのお母さんに会いました。(たなかさんのおかあさんにあいました。)"",""translation"":""Tanaka-sanning onasi bilan uchrashdim.""}]","[{""word"":""おばあさん"",""hiragana"":""おばあさん"",""meaning"":""buvi""}]"
"もう","もう","allaqachon, ~ib bo'ldi; endi","ravish","N5","Top 500","①","","","","","もう昼ごはんを食べましたか。(もうひるごはんをたべましたか。)","Tushlik qilib bo'ldingizmi?","すでに","まだ","「もう」 doim O'TGAN zamon bilan: 「もう食べました」. Inkor javobi esa 「もう食べませんでした」 EMAS, balki 「いいえ、まだです」 bo'ladi — bu darsning eng ko'p xato qilinadigan joyi.","[]","[{""sentence"":""はい、もう食べました。(はい、もうたべました。)"",""translation"":""Ha, yeb bo'ldim.""},{""sentence"":""もう九時ですね。(もうくじですね。)"",""translation"":""Soat to'qqiz bo'libdi-ku.""}]","[{""word"":""もう一度"",""hiragana"":""もういちど"",""meaning"":""yana bir marta""}]"
