"japanese_word","hiragana","meaning","part_of_speech","jlpt_level","frequency","pitch_accent","te_form","ta_form","nai_form","masu_form","example_sentence","example_translation","synonyms","antonyms","nuance","kanji_info","additional_examples","compounds"
"～時","～じ","soat ~ (soatlarni bildiruvchi qo'shimcha)","qo'shimcha","N5","Top 500","","","","","","今七時です。(いましちじです。)","Hozir soat yetti.","","","Uchta istisno o'qilish yodlab olinadi: 4時＝よじ (よんじ emas), 7時＝しちじ, 9時＝くじ (きゅうじ emas). Qolganlari qoidaga muvofiq.","[{""kanji"":""時"",""meaning"":""vaqt, soat"",""kunReading"":""toki"",""onReading"":""ji"",""strokes"":10}]","[{""sentence"":""九時から五時まで働きます。(くじからごじまではたらきます。)"",""translation"":""Soat to'qqizdan beshgacha ishlayman.""},{""sentence"":""四時に会いましょう。(よじにあいましょう。)"",""translation"":""Soat to'rtda uchrashaylik.""}]","[{""word"":""何時"",""hiragana"":""なんじ"",""meaning"":""soat necha""},{""word"":""時間"",""hiragana"":""じかん"",""meaning"":""vaqt, soat (davomiylik)""}]"
"～分","～ふん（～ぷん）","~daqiqa","qo'shimcha","N5","Top 500","","","","","","今七時五分です。(いましちじごふんです。)","Hozir yettidan besh daqiqa o'tdi.","","","「ふん」 va 「ぷん」 galma-gal keladi: 1分＝いっぷん, 2分＝にふん, 3分＝さんぷん, 4分＝よんぷん, 5分＝ごふん, 6分＝ろっぷん, 8分＝はっぷん, 10分＝じゅっぷん. Ya'ni 1, 3, 4, 6, 8, 10 dan keyin 「ぷん」.","[{""kanji"":""分"",""meaning"":""daqiqa; bo'lmoq, qism"",""kunReading"":""wa"",""onReading"":""fun, bun"",""strokes"":4}]","[{""sentence"":""六時十分に起きます。(ろくじじゅっぷんにおきます。)"",""translation"":""Soat oltiyu o'n daqiqada turaman.""},{""sentence"":""会議は三十分です。(かいぎはさんじゅっぷんです。)"",""translation"":""Yig'ilish o'ttiz daqiqa davom etadi.""}]","[{""word"":""何分"",""hiragana"":""なんぷん"",""meaning"":""necha daqiqa""},{""word"":""半分"",""hiragana"":""はんぶん"",""meaning"":""yarim, yarmi""}]"
"半","はん","yarim (soatda: yarim soat)","ot","N5","Top 1000","","","","","","今九時半です。(いまくじはんです。)","Hozir soat to'qqiz yarim.","三十分","","「九時半」 va 「九時三十分」 bir xil ma'noni beradi, birinchisi kundalik nutqda ko'proq. Diqqat: yaponchada ""yarim to'qqiz"" degan tuzilma yo'q — doim soatdan keyin qo'yiladi.","[{""kanji"":""半"",""meaning"":""yarim"",""kunReading"":""naka"",""onReading"":""han"",""strokes"":5}]","[{""sentence"":""七時半に起きます。(しちじはんにおきます。)"",""translation"":""Soat yetti yarimda turaman.""},{""sentence"":""一時間半かかります。(いちじかんはんかかります。)"",""translation"":""Bir yarim soat vaqt oladi.""}]","[{""word"":""半分"",""hiragana"":""はんぶん"",""meaning"":""yarmi""},{""word"":""半年"",""hiragana"":""はんとし"",""meaning"":""yarim yil""}]"
"何時","なんじ","soat necha","olmosh","N5","Top 500","①","","","","","今何時ですか。(いまなんじですか。)","Hozir soat necha?","","","Vaqtni so'rashning asosiy shakli. Ish boshlanish/tugash vaqtini so'rashda 「何時から」「何時まで」 juftligi ishlatiladi.","[{""kanji"":""何"",""meaning"":""nima, necha"",""kunReading"":""nani, nan"",""onReading"":""ka"",""strokes"":7},{""kanji"":""時"",""meaning"":""vaqt, soat"",""kunReading"":""toki"",""onReading"":""ji"",""strokes"":10}]","[{""sentence"":""毎朝何時に起きますか。(まいあさなんじにおきますか。)"",""translation"":""Har kuni ertalab soat nechada turasiz?""},{""sentence"":""銀行は何時からですか。(ぎんこうはなんじからですか。)"",""translation"":""Bank soat nechadan ochiladi?""}]","[{""word"":""何時間"",""hiragana"":""なんじかん"",""meaning"":""necha soat (davomiylik)""}]"
"何分","なんぷん","necha daqiqa","olmosh","N5","Top 2000","①","","","","","今何時何分ですか。(いまなんじなんぷんですか。)","Hozir soat necha-yu necha daqiqa?","","","「なんふん」 emas, 「なんぷん」 deb o'qiladi — 「～分」ning 「ぷん」 guruhiga kiradi.","[{""kanji"":""何"",""meaning"":""nima, necha"",""kunReading"":""nani, nan"",""onReading"":""ka"",""strokes"":7},{""kanji"":""分"",""meaning"":""daqiqa; qism"",""kunReading"":""wa"",""onReading"":""fun, bun"",""strokes"":4}]","[{""sentence"":""駅まで何分かかりますか。(えきまでなんぷんかかりますか。)"",""translation"":""Bekatgacha necha daqiqa ketadi?""},{""sentence"":""あと何分ですか。(あとなんぷんですか。)"",""translation"":""Yana necha daqiqa qoldi?""}]","[]"
"午前","ごぜん","tushdan oldingi vaqt (tungi 12 dan kunduzgi 12 gacha)","ot","N5","Top 2000","①","","","","","午前七時に起きます。(ごぜんしちじにおきます。)","Tongi soat yettida turaman.","AM","午後","Diqqat: 「午前」 vaqtdan OLDIN qo'yiladi — 午前７時 (七時午前 emas). 「午前１時」 tungi soat 1 degani, ertalabki emas.","[{""kanji"":""午"",""meaning"":""tush payti"",""kunReading"":""uma"",""onReading"":""go"",""strokes"":4},{""kanji"":""前"",""meaning"":""old, oldin"",""kunReading"":""mae"",""onReading"":""zen"",""strokes"":9}]","[{""sentence"":""会議は午前十時からです。(かいぎはごぜんじゅうじからです。)"",""translation"":""Yig'ilish tushdan oldin soat o'ndan boshlanadi.""},{""sentence"":""午前中は忙しいです。(ごぜんちゅうはいそがしいです。)"",""translation"":""Tushgacha bandman.""}]","[{""word"":""午前中"",""hiragana"":""ごぜんちゅう"",""meaning"":""tushgacha bo'lgan vaqt ichida""}]"
"午後","ごご","tushdan keyingi vaqt (kunduzgi 12 dan tungi 12 gacha)","ot","N5","Top 1000","①","","","","","午後三時に会いましょう。(ごごさんじにあいましょう。)","Kunduzgi soat uchda uchrashaylik.","PM","午前","「午後」 ham vaqtdan oldin keladi: 午後３時. Kundalik nutqda ko'pincha 24 soatlik hisob ishlatiladi (15時), rasmiy e'lonlarda esa 午前／午後 shakli uchraydi.","[{""kanji"":""午"",""meaning"":""tush payti"",""kunReading"":""uma"",""onReading"":""go"",""strokes"":4},{""kanji"":""後"",""meaning"":""keyin, orqa"",""kunReading"":""ato, nochi"",""onReading"":""go, kou"",""strokes"":9}]","[{""sentence"":""午後九時に寝ます。(ごごくじにねます。)"",""translation"":""Kechki soat to'qqizda uxlayman.""},{""sentence"":""午後から雨です。(ごごからあめです。)"",""translation"":""Tushdan keyin yomg'ir yog'adi.""}]","[{""word"":""午後から"",""hiragana"":""ごごから"",""meaning"":""tushdan keyin boshlab""}]"
"朝","あさ","tong, ertalab","ot","N5","Top 500","①","","","","","朝六時に起きます。(あさろくじにおきます。)","Ertalab soat oltida turaman.","","晩, 夜","「朝」 — taxminan tong otishidan soat 10 gacha. 「今朝（けさ）」 maxsus o'qiladi — 「いまあさ」 emas.","[{""kanji"":""朝"",""meaning"":""tong, ertalab"",""kunReading"":""asa"",""onReading"":""chou"",""strokes"":12}]","[{""sentence"":""朝ごはんを食べません。(あさごはんをたべません。)"",""translation"":""Nonushta qilmayman.""},{""sentence"":""今朝は寒かったです。(けさはさむかったです。)"",""translation"":""Bugun ertalab sovuq edi.""}]","[{""word"":""朝ごはん"",""hiragana"":""あさごはん"",""meaning"":""nonushta""},{""word"":""毎朝"",""hiragana"":""まいあさ"",""meaning"":""har tong""}]"
"昼","ひる","tush, kunduzi, tush payti","ot","N5","Top 1000","②","","","","","昼は食堂で食べます。(ひるはしょくどうでたべます。)","Tushda oshxonada ovqatlanaman.","日中","夜","Ikki ma'noda: kunduzgi yorug' vaqt va aynan tush payti (tushlik vaqti). 「昼ごはん」 — tushlik ovqati.","[{""kanji"":""昼"",""meaning"":""kunduz, tush"",""kunReading"":""hiru"",""onReading"":""chuu"",""strokes"":9}]","[{""sentence"":""昼休みは一時間です。(ひるやすみはいちじかんです。)"",""translation"":""Tushlik tanaffusi bir soat.""},{""sentence"":""昼ごはんを食べましたか。(ひるごはんをたべましたか。)"",""translation"":""Tushlik qildingizmi?""}]","[{""word"":""昼ごはん"",""hiragana"":""ひるごはん"",""meaning"":""tushlik""},{""word"":""昼休み"",""hiragana"":""ひるやすみ"",""meaning"":""tushlik tanaffusi""}]"
"晩","ばん","kech, kechqurun","ot","N5","Top 1000","⓪","","","","","晩ごはんは七時です。(ばんごはんはしちじです。)","Kechki ovqat soat yettida.","夜","朝","「晩」 — kechki ovqat vaqtidan uxlashgacha bo'lgan payt; 「夜（よる）」 esa kengroq — butun tun. Shuning uchun 「晩ごはん」 bor, lekin 「夜ごはん」 kam ishlatiladi.","[{""kanji"":""晩"",""meaning"":""kech, oqshom"",""kunReading"":""-"",""onReading"":""ban"",""strokes"":12}]","[{""sentence"":""毎晩勉強します。(まいばんべんきょうします。)"",""translation"":""Har kecha dars qilaman.""},{""sentence"":""今晩暇ですか。(こんばんひまですか。)"",""translation"":""Bugun kechqurun bo'shmisiz?""}]","[{""word"":""晩ごはん"",""hiragana"":""ばんごはん"",""meaning"":""kechki ovqat""},{""word"":""今晩"",""hiragana"":""こんばん"",""meaning"":""bugun kechqurun""}]"
"夜","よる","tun, kecha","ot","N5","Top 500","①","","","","","夜十一時に寝ます。(よるじゅういちじにねます。)","Kechasi soat o'n birda uxlayman.","晩","昼","「夜」 — quyosh botganidan tong otguncha bo'lgan butun vaqt. 「晩」 dan kengroq va ko'proq ishlatiladi.","[{""kanji"":""夜"",""meaning"":""tun"",""kunReading"":""yoru, yo"",""onReading"":""ya"",""strokes"":8}]","[{""sentence"":""夜は寒いです。(よるはさむいです。)"",""translation"":""Kechasi sovuq.""},{""sentence"":""昨日の夜、電話しました。(きのうのよる、でんわしました。)"",""translation"":""Kecha kechasi qo'ng'iroq qildim.""}]","[{""word"":""今夜"",""hiragana"":""こんや"",""meaning"":""bugun kechasi""},{""word"":""夜中"",""hiragana"":""よなか"",""meaning"":""yarim tun""}]"
"おととい","おととい","o'tgan kuni, kechadan oldingi kun","ot","N5","Top 2000","③","","","","","おととい休みました。(おとといやすみました。)","O'tgan kuni dam oldim.","一昨日","あさって","Kanji shakli 「一昨日」, lekin o'qilishi butunlay boshqacha — 「おととい」. Rasmiy nutqda 「いっさくじつ」 deb ham o'qiladi.","[]","[{""sentence"":""おととい映画を見ました。(おとといえいがをみました。)"",""translation"":""O'tgan kuni kino ko'rdim.""},{""sentence"":""おとといは日曜日でした。(おとといはにちようびでした。)"",""translation"":""O'tgan kuni yakshanba edi.""}]","[{""word"":""おととし"",""hiragana"":""おととし"",""meaning"":""o'tgan yildan oldingi yil""}]"
"きのう","きのう","kecha","ot","N5","Top 500","②","","","","","きのう勉強しました。(きのうべんきょうしました。)","Kecha dars qildim.","","あした","Kanji shakli 「昨日」 — bu ham maxsus o'qilish. Vaqt so'zi bo'lgani uchun 「に」 olmaydi: 「きのう行きました」.","[]","[{""sentence"":""きのうは働きませんでした。(きのうははたらきませんでした。)"",""translation"":""Kecha ishlamadim.""},{""sentence"":""きのうの晩、何をしましたか。(きのうのばん、なにをしましたか。)"",""translation"":""Kecha kechqurun nima qildingiz?""}]","[{""word"":""昨年"",""hiragana"":""さくねん"",""meaning"":""o'tgan yil (rasmiy)""}]"
"きょう","きょう","bugun","ot","N5","Top 100","①","","","","","きょうは何曜日ですか。(きょうはなんようびですか。)","Bugun haftaning qaysi kuni?","本日","","Kanji shakli 「今日」 — 「いまひ」 emas, 「きょう」 deb o'qiladi. Rasmiy e'lonlarda 「本日（ほんじつ）」 ishlatiladi.","[]","[{""sentence"":""きょうは休みです。(きょうはやすみです。)"",""translation"":""Bugun dam olish kuni.""},{""sentence"":""きょうの午後、銀行へ行きます。(きょうのごご、ぎんこうへいきます。)"",""translation"":""Bugun tushdan keyin bankka boraman.""}]","[{""word"":""今日中"",""hiragana"":""きょうじゅう"",""meaning"":""bugun ichida""}]"
"あした","あした","ertaga","ot","N5","Top 500","③","","","","","あした働きます。(あしたはたらきます。)","Ertaga ishlayman.","明日","きのう","Kanji shakli 「明日」 uchta o'qilishga ega: 「あした」 (kundalik), 「あす」 (biroz rasmiy), 「みょうにち」 (juda rasmiy).","[]","[{""sentence"":""あしたは休みです。(あしたはやすみです。)"",""translation"":""Ertaga dam olish kuni.""},{""sentence"":""じゃ、また あした。(じゃ、またあした。)"",""translation"":""Xo'sh, ertaga ko'rishguncha.""}]","[{""word"":""明後日"",""hiragana"":""あさって"",""meaning"":""indinga""}]"
"あさって","あさって","indinga, ertadan keyin","ot","N5","Top 2000","②","","","","","あさって美術館へ行きます。(あさってびじゅつかんへいきます。)","Indinga muzeyga boraman.","明後日","おととい","Kanji shakli 「明後日」. 「おととい ← きのう ← きょう → あした → あさって」 — bu besh so'z darsda birga yodlanadi.","[]","[{""sentence"":""あさっては金曜日です。(あさってはきんようびです。)"",""translation"":""Indinga juma.""},{""sentence"":""あさってまで休みます。(あさってまでやすみます。)"",""translation"":""Indingacha dam olaman.""}]","[]"
"けさ","けさ","bugun ertalab, bugun tongda","ot","N5","Top 1000","①","","","","","けさ六時に起きました。(けさろくじにおきました。)","Bugun ertalab soat oltida turdim.","","今晩","Kanji shakli 「今朝」 — 「いまあさ」 emas, 「けさ」 deb o'qiladi. Xuddi shunday 「今晩＝こんばん」, 「今日＝きょう」 ham maxsus o'qiladi.","[]","[{""sentence"":""けさは何も食べませんでした。(けさはなにもたべませんでした。)"",""translation"":""Bugun ertalab hech narsa yemadim.""},{""sentence"":""けさの新聞を読みましたか。(けさのしんぶんをよみましたか。)"",""translation"":""Bugungi ertalabki gazetani o'qidingizmi?""}]","[]"
"今晩","こんばん","bugun kechqurun","ot","N5","Top 1000","①","","","","","今晩勉強します。(こんばんべんきょうします。)","Bugun kechqurun dars qilaman.","今夜","けさ","Salomlashuvdagi 「こんばんは」 ham shu so'zdan kelib chiqqan. 「今夜（こんや）」 bilan deyarli bir xil, 「今夜」 biroz kechroq vaqtni bildiradi.","[{""kanji"":""今"",""meaning"":""hozir"",""kunReading"":""ima"",""onReading"":""kon"",""strokes"":4},{""kanji"":""晩"",""meaning"":""kech, oqshom"",""kunReading"":""-"",""onReading"":""ban"",""strokes"":12}]","[{""sentence"":""今晩は暇です。(こんばんはひまです。)"",""translation"":""Bugun kechqurun bo'shman.""},{""sentence"":""今晩、電話します。(こんばん、でんわします。)"",""translation"":""Bugun kechqurun qo'ng'iroq qilaman.""}]","[{""word"":""今夜"",""hiragana"":""こんや"",""meaning"":""bugun kechasi""}]"
"休み","やすみ","dam olish, ta'til, dam olish kuni","ot","N5","Top 500","③","","","","","デパートは水曜日が休みです。(でぱーとはすいようびがやすみです。)","Univermag chorshanba kuni dam oladi.","休日","仕事","「休みます」 fe'lidan yasalgan ot. Uch ma'noda: dam olish kuni, ta'til va ishga/darsga kelmaslik (「休みを取る」 — ta'til olmoq).","[{""kanji"":""休"",""meaning"":""dam olmoq"",""kunReading"":""yasu"",""onReading"":""kyuu"",""strokes"":6}]","[{""sentence"":""夏休みは八月です。(なつやすみははちがつです。)"",""translation"":""Yozgi ta'til avgustda.""},{""sentence"":""あしたは休みですか。(あしたはやすみですか。)"",""translation"":""Ertaga dam olish kunimi?""}]","[{""word"":""夏休み"",""hiragana"":""なつやすみ"",""meaning"":""yozgi ta'til""},{""word"":""昼休み"",""hiragana"":""ひるやすみ"",""meaning"":""tushlik tanaffusi""}]"
