"japanese_word","hiragana","meaning","part_of_speech","jlpt_level","frequency","pitch_accent","te_form","ta_form","nai_form","masu_form","example_sentence","example_translation","synonyms","antonyms","nuance","kanji_info","additional_examples","compounds"
"物","もの","narsa, buyum","ot","N5","Top 500","②","","","","","店にいろいろな物があります。(みせにいろいろなものがあります。)","Do'konda har xil narsa bor.","品物","こと","「物」 — moddiy narsa; mavhum tushuncha yoki voqea uchun 「こと」 ishlatiladi. 6, 8, 9-darslardagi 「食べ物」「飲み物」「買い物」 shu so'zdan yasalgan.","[{""kanji"":""物"",""meaning"":""narsa, buyum"",""kunReading"":""mono"",""onReading"":""butsu, motsu"",""strokes"":8}]","[{""sentence"":""物を大切にします。(ものをたいせつにします。)"",""translation"":""Narsalarni ehtiyot qilaman.""},{""sentence"":""これは何の物ですか。(これはなんのものですか。)"",""translation"":""Bu qanaqa narsa?""}]","[{""word"":""買い物"",""hiragana"":""かいもの"",""meaning"":""xarid""},{""word"":""荷物"",""hiragana"":""にもつ"",""meaning"":""yuk""}]"
"フイルム","フイルム","fototasma, plyonka","ot","N5","Boshqa","①","","","","","かばんの中にフイルムがあります。(かばんのなかにふいるむがあります。)","Sumkaning ichida fototasma bor.","フィルム","","Eski imlo shakli; hozir odatda 「フィルム」 (kichik 「ィ」 bilan) yoziladi. Raqamli kameralar davrida so'z kamdan-kam ishlatiladi, lekin kino ma'nosida saqlanib qolgan.","[]","[{""sentence"":""フイルムを買いました。(ふいるむをかいました。)"",""translation"":""Fototasma sotib oldim.""},{""sentence"":""フイルムはどこにありますか。(ふいるむはどこにありますか。)"",""translation"":""Fototasma qayerda?""}]","[]"
"電池","でんち","batareya, elektr elementi","ot","N5","Top 5000","①","","","","","箱の中に電池があります。(はこのなかにでんちがあります。)","Qutining ichida batareya bor.","バッテリー","","「電（elektr）」＋「池（hovuz）」 — ""elektr hovuzi"". Telefon va mashina akkumulyatori uchun ko'proq 「バッテリー」 ishlatiladi.","[{""kanji"":""電"",""meaning"":""elektr, chaqmoq"",""kunReading"":""-"",""onReading"":""den"",""strokes"":13},{""kanji"":""池"",""meaning"":""hovuz, ko'lmak"",""kunReading"":""ike"",""onReading"":""chi"",""strokes"":6}]","[{""sentence"":""電池を買ってください。(でんちをかってください。)"",""translation"":""Batareya sotib keling.""},{""sentence"":""電池がありません。(でんちがありません。)"",""translation"":""Batareya qolmabdi.""}]","[{""word"":""充電"",""hiragana"":""じゅうでん"",""meaning"":""quvvat olish, zaryadlash""}]"
"箱","はこ","quti, yashik","ot","N5","Top 1000","⓪","","","","","箱の中に何がありますか。(はこのなかになにがありますか。)","Qutining ichida nima bor?","ボックス","","Bu darsda o'rin bildiruvchi so'zlar bilan ko'p mashq qilinadi: 箱の中・箱の上・箱の下. 4-darsdagi 「かばん」 dan farqi: 「箱」 qattiq va ko'tarib yurish uchun emas.","[{""kanji"":""箱"",""meaning"":""quti"",""kunReading"":""hako"",""onReading"":""sou"",""strokes"":15}]","[{""sentence"":""机の下に箱があります。(つくえのしたにはこがあります。)"",""translation"":""Stol tagida quti bor.""},{""sentence"":""この箱は重いです。(このはこはおもいです。)"",""translation"":""Bu quti og'ir.""}]","[{""word"":""ごみ箱"",""hiragana"":""ごみばこ"",""meaning"":""axlat qutisi""}]"
"スイッチ","スイッチ","vyklyuchatel, tugma (elektr)","ot","N5","Top 5000","②","","","","","ドアの右にスイッチがあります。(どあのみぎにすいっちがあります。)","Eshikning o'ng tomonida vyklyuchatel bor.","","","1-darsdagi 「電気（chiroq）」 bilan birga keladi: 「電気のスイッチ」. 「スイッチを入れる／切る」 — yoqmoq/o'chirmoq.","[]","[{""sentence"":""スイッチはどこですか。(すいっちはどこですか。)"",""translation"":""Vyklyuchatel qayerda?""},{""sentence"":""スイッチを押してください。(すいっちをおしてください。)"",""translation"":""Tugmani bosing.""}]","[]"
"冷蔵庫","れいぞうこ","muzlatgich, sovutgich","ot","N5","Top 2000","③","","","","","牛乳は冷蔵庫の中にあります。(ぎゅうにゅうはれいぞうこのなかにあります。)","Sut muzlatgichning ichida.","","","「冷（sovuq）」＋「蔵（saqlash）」＋「庫（ombor）」 — ""sovuq saqlash ombori"". 8-darsdagi 「冷たい」 dagi 「冷」 shu belgidan.","[{""kanji"":""冷"",""meaning"":""sovuq, sovutmoq"",""kunReading"":""tsume, hi"",""onReading"":""rei"",""strokes"":7},{""kanji"":""蔵"",""meaning"":""saqlamoq, ombor"",""kunReading"":""kura"",""onReading"":""zou"",""strokes"":15},{""kanji"":""庫"",""meaning"":""ombor, saqlash joyi"",""kunReading"":""-"",""onReading"":""ko"",""strokes"":10}]","[{""sentence"":""冷蔵庫に何がありますか。(れいぞうこになにがありますか。)"",""translation"":""Muzlatgichda nima bor?""},{""sentence"":""冷蔵庫は台所にあります。(れいぞうこはだいどころにあります。)"",""translation"":""Muzlatgich oshxonada.""}]","[{""word"":""冷凍庫"",""hiragana"":""れいとうこ"",""meaning"":""muzlatish kamerasi""}]"
"テーブル","テーブル","stol (ovqat yoki mehmon stoli)","ot","N5","Top 2000","⓪","","","","","テーブルの上に花があります。(てーぶるのうえにはながあります。)","Stol ustida gul bor.","","","2-darsdagi 「机（つくえ）」 dan farqi: 「机」 — yozuv stoli, parta; 「テーブル」 — ovqat yeyiladigan yoki mehmon stoli. Ikkalasi almashtirilmaydi.","[]","[{""sentence"":""テーブルの下に猫がいます。(てーぶるのしたにねこがいます。)"",""translation"":""Stol tagida mushuk bor.""},{""sentence"":""テーブルを買いました。(てーぶるをかいました。)"",""translation"":""Stol sotib oldim.""}]","[{""word"":""机"",""hiragana"":""つくえ"",""meaning"":""yozuv stoli""}]"
"ベッド","ベッド","krovat, karavot","ot","N5","Top 2000","①","","","","","ベッドの上に猫がいます。(べっどのうえにねこがいます。)","Krovat ustida mushuk bor.","","布団","Yaponiyada an'anaviy uxlash joyi — polga to'shaladigan 「布団（ふとん）」. 「ベッド」 g'arb uslubidagi uylarda keng tarqalgan. Diqqat: 「ベット」 emas, 「ベッド」.","[]","[{""sentence"":""部屋にベッドがあります。(へやにべっどがあります。)"",""translation"":""Xonada krovat bor.""},{""sentence"":""ベッドで寝ます。(べっどでねます。)"",""translation"":""Krovatda uxlayman.""}]","[{""word"":""布団"",""hiragana"":""ふとん"",""meaning"":""futon, to'shak""}]"
"棚","たな","tokcha, javon","ot","N5","Top 5000","⓪","","","","","棚の上に箱があります。(たなのうえにはこがあります。)","Tokcha ustida quti bor.","シェルフ","","Bu darsdagi 「～段目（qator）」 bilan birga ishlatiladi — do'konda mahsulot o'rnini ko'rsatishda: 「上から二段目」 — yuqoridan ikkinchi tokcha.","[{""kanji"":""棚"",""meaning"":""tokcha, javon"",""kunReading"":""tana"",""onReading"":""-"",""strokes"":12}]","[{""sentence"":""本は棚にあります。(ほんはたなにあります。)"",""translation"":""Kitoblar javonda.""},{""sentence"":""一段目の棚を見てください。(いちだんめのたなをみてください。)"",""translation"":""Birinchi qator tokchaga qarang.""}]","[{""word"":""本棚"",""hiragana"":""ほんだな"",""meaning"":""kitob javoni""}]"
"ドア","ドア","eshik","ot","N5","Top 1000","①","","","","","ドアの前に犬がいます。(どあのまえにいぬがいます。)","Eshik oldida it bor.","戸","窓","「ドア」 — g'arb uslubidagi ochilib-yopiladigan eshik. Yaponcha surma eshik esa 「戸（と）」 yoki 「ふすま」 deyiladi.","[]","[{""sentence"":""ドアを開けてください。(どあをあけてください。)"",""translation"":""Eshikni oching.""},{""sentence"":""ドアの右にスイッチがあります。(どあのみぎにすいっちがあります。)"",""translation"":""Eshikning o'ng tomonida vyklyuchatel bor.""}]","[{""word"":""戸"",""hiragana"":""と"",""meaning"":""eshik (yaponcha)""}]"
"窓","まど","deraza","ot","N5","Top 1000","①","","","","","窓の外に木があります。(まどのそとにきがあります。)","Deraza tashqarisida daraxt bor.","ウィンドー","ドア","Bank va idoralarda 「窓口（まどぐち）」 — xizmat ko'rsatish oynasi degani; ""qaysi oynaga borish kerak"" degan savolda shu so'z ishlatiladi.","[{""kanji"":""窓"",""meaning"":""deraza"",""kunReading"":""mado"",""onReading"":""sou"",""strokes"":11}]","[{""sentence"":""窓を開けてもいいですか。(まどをあけてもいいですか。)"",""translation"":""Derazani ochsam bo'ladimi?""},{""sentence"":""窓の近くに机があります。(まどのちかくにつくえがあります。)"",""translation"":""Deraza yaqinida stol bor.""}]","[{""word"":""窓口"",""hiragana"":""まどぐち"",""meaning"":""xizmat oynasi, kassa""}]"
"ポスト","ポスト","pochta qutisi","ot","N5","Top 5000","①","","","","","駅の前にポストがあります。(えきのまえにぽすとがあります。)","Bekat oldida pochta qutisi bor.","郵便ポスト","","Yaponiyada ko'cha pochta qutilari qizil rangda. Diqqat: inglizcha ""post"" ning boshqa ma'nolari (lavozim, xabar) yaponchada ham bor, lekin bu darsda faqat quti ma'nosida.","[]","[{""sentence"":""ポストに手紙を入れました。(ぽすとにてがみをいれました。)"",""translation"":""Xatni pochta qutisiga tashladim.""},{""sentence"":""ポストはどこにありますか。(ぽすとはどこにありますか。)"",""translation"":""Pochta qutisi qayerda?""}]","[{""word"":""郵便局"",""hiragana"":""ゆうびんきょく"",""meaning"":""pochta idorasi""}]"
"ビル","ビル","bino (ko'p qavatli, zamonaviy)","ot","N5","Top 2000","①","","","","","あのビルの中に喫茶店があります。(あのびるのなかにきっさてんがあります。)","Anavi binoning ichida qahvaxona bor.","建物","","Diqqat: 「ビル」 (bino) va 6-darsdagi 「ビール」 (pivo) — faqat cho'ziqlik bilan farq qiladi. 「ビルディング」 dan qisqargan. Umuman bino uchun 「建物（たてもの）」 ham bor.","[]","[{""sentence"":""高いビルがたくさんあります。(たかいびるがたくさんあります。)"",""translation"":""Baland binolar ko'p.""},{""sentence"":""会社はあのビルにあります。(かいしゃはあのびるにあります。)"",""translation"":""Firmamiz anavi binoda.""}]","[{""word"":""建物"",""hiragana"":""たてもの"",""meaning"":""bino, inshoot""}]"
"公園","こうえん","bog', xiyobon, park","ot","N5","Top 1000","⓪","","","","","公園に子どもがたくさんいます。(こうえんにこどもがたくさんいます。)","Bog'da bolalar ko'p.","パーク","","6-darsdagi 「庭（にわ）」 dan farqi: 「公園」 — jamoat bog'i, 「庭」 — uyga tegishli hovli. 6-darsdagi 「大阪城公園」 shu so'zdan.","[{""kanji"":""公"",""meaning"":""jamoat, umumiy"",""kunReading"":""ooyake"",""onReading"":""kou"",""strokes"":4},{""kanji"":""園"",""meaning"":""bog', maydon"",""kunReading"":""sono"",""onReading"":""en"",""strokes"":13}]","[{""sentence"":""公園で写真を撮りました。(こうえんでしゃしんをとりました。)"",""translation"":""Bog'da rasmga tushdim.""},{""sentence"":""うちの近くに公園があります。(うちのちかくにこうえんがあります。)"",""translation"":""Uyimiz yaqinida bog' bor.""}]","[{""word"":""遊園地"",""hiragana"":""ゆうえんち"",""meaning"":""sayil bog'i, attraksionlar""}]"
"喫茶店","きっさてん","qahvaxona, choyxona (kafe)","ot","N5","Top 5000","⓪","","","","","駅の近くに喫茶店があります。(えきのちかくにきっさてんがあります。)","Bekat yaqinida qahvaxona bor.","カフェ","","「喫（ichmoq）」＋「茶（choy）」＋「店（do'kon）」. An'anaviy, sokin muhitli joy; zamonaviy va yevropacha uslubdagilar esa 「カフェ」 deyiladi.","[{""kanji"":""喫"",""meaning"":""ichmoq, chekmoq"",""kunReading"":""-"",""onReading"":""kitsu"",""strokes"":12},{""kanji"":""茶"",""meaning"":""choy"",""kunReading"":""-"",""onReading"":""cha, sa"",""strokes"":9},{""kanji"":""店"",""meaning"":""do'kon"",""kunReading"":""mise"",""onReading"":""ten"",""strokes"":8}]","[{""sentence"":""喫茶店でコーヒーを飲みました。(きっさてんでこーひーをのみました。)"",""translation"":""Qahvaxonada qahva ichdim.""},{""sentence"":""あの喫茶店は静かです。(あのきっさてんはしずかです。)"",""translation"":""U qahvaxona tinch.""}]","[{""word"":""喫煙"",""hiragana"":""きつえん"",""meaning"":""chekish""}]"
"本屋","ほんや","kitob do'koni","ot","N5","Top 2000","①","","","","","駅の中に本屋があります。(えきのなかにほんやがあります。)","Bekat ichida kitob do'koni bor.","書店","","2-darsdagi 「本」＋「屋（do'kon）」. Rasmiy nomi 「書店（しょてん）」 — do'kon peshtaxtalarida shu shakl yoziladi.","[{""kanji"":""本"",""meaning"":""asos, kitob"",""kunReading"":""moto"",""onReading"":""hon"",""strokes"":5},{""kanji"":""屋"",""meaning"":""do'kon, bino"",""kunReading"":""ya"",""onReading"":""oku"",""strokes"":9}]","[{""sentence"":""本屋で辞書を買いました。(ほんやでじしょをかいました。)"",""translation"":""Kitob do'konidan lug'at sotib oldim.""},{""sentence"":""本屋はどこにありますか。(ほんやはどこにありますか。)"",""translation"":""Kitob do'koni qayerda?""}]","[{""word"":""書店"",""hiragana"":""しょてん"",""meaning"":""kitob do'koni (rasmiy)""}]"
"～屋","～や","~do'koni (do'kon nomini yasovchi qo'shimcha)","qo'shimcha","N5","Top 2000","","","","","","花屋は駅の前にあります。(はなやはえきのまえにあります。)","Gul do'koni bekat oldida.","～店","","Mahsulot nomiga qo'shiladi: 本屋, 花屋, 肉屋, 魚屋, パン屋. Do'kon egasi yoki sotuvchiga murojaat qilganda 「さん」 qo'shiladi — 「八百屋さん」.","[{""kanji"":""屋"",""meaning"":""do'kon, bino"",""kunReading"":""ya"",""onReading"":""oku"",""strokes"":9}]","[{""sentence"":""パン屋でパンを買います。(ぱんやでぱんをかいます。)"",""translation"":""Novvoyxonadan non olaman.""},{""sentence"":""肉屋はどこですか。(にくやはどこですか。)"",""translation"":""Qassob do'koni qayerda?""}]","[{""word"":""花屋"",""hiragana"":""はなや"",""meaning"":""gul do'koni""},{""word"":""八百屋"",""hiragana"":""やおや"",""meaning"":""sabzavot do'koni""}]"
"乗り場","のりば","bekat, minish joyi (taksi, avtobus)","ot","N5","Top 5000","⓪","","","","","タクシー乗り場は駅の前にあります。(たくしーのりばはえきのまえにあります。)","Taksi bekati vokzal oldida.","バス停","","「乗る（minmoq）」＋「場（joy）」 — 3-darsdagi 「売り場」 bilan bir qolipda. Poyezd bekati esa 5-darsdagi 「駅」.","[{""kanji"":""乗"",""meaning"":""minmoq, ustiga chiqmoq"",""kunReading"":""no"",""onReading"":""jou"",""strokes"":9},{""kanji"":""場"",""meaning"":""joy, maydon"",""kunReading"":""ba"",""onReading"":""jou"",""strokes"":12}]","[{""sentence"":""バス乗り場はどこですか。(ばすのりばはどこですか。)"",""translation"":""Avtobus bekati qayerda?""},{""sentence"":""乗り場に人がたくさんいます。(のりばにひとがたくさんいます。)"",""translation"":""Bekatda odam ko'p.""}]","[{""word"":""売り場"",""hiragana"":""うりば"",""meaning"":""sotuv rastasi""},{""word"":""乗ります"",""hiragana"":""のります"",""meaning"":""minmoq""}]"
"県","けん","prefektura, viloyat","ot","N5","Top 2000","①","","","","","大阪府の隣は兵庫県です。(おおさかふのとなりはひょうごけんです。)","Osaka viloyatining yonida Hyogo prefekturasi.","","","Yaponiya 47 ta ma'muriy birlikka bo'lingan: 43 tasi 「県」, qolganlari 「東京都」「大阪府」「京都府」「北海道」. 8-darsdagi 「琵琶湖」 Shiga prefekturasida.","[{""kanji"":""県"",""meaning"":""prefektura"",""kunReading"":""-"",""onReading"":""ken"",""strokes"":9}]","[{""sentence"":""私の国は何県ですか。(わたしのくにはなにけんですか。)"",""translation"":""Yurtim qaysi prefekturada?""},{""sentence"":""この県は静かです。(このけんはしずかです。)"",""translation"":""Bu viloyat tinch.""}]","[{""word"":""県庁"",""hiragana"":""けんちょう"",""meaning"":""prefektura hokimiyati""}]"
"上","うえ","ust, tepa, yuqori","ot","N5","Top 500","⓪","","","","","机の上に本があります。(つくえのうえにほんがあります。)","Stol ustida kitob bor.","","下","Muhim qoida: bu o'rin so'zlari yaponchada **OT** hisoblanadi, shuning uchun 「の」 bilan bog'lanadi — 「机**の**上」. O'zbekchadagi ""stol ustida"" tuzilishiga aldanmang.","[{""kanji"":""上"",""meaning"":""yuqori, ust"",""kunReading"":""ue, a, nobo"",""onReading"":""jou"",""strokes"":3}]","[{""sentence"":""棚の上に箱があります。(たなのうえにはこがあります。)"",""translation"":""Tokcha ustida quti bor.""},{""sentence"":""いちばん上の棚です。(いちばんうえのたなです。)"",""translation"":""Eng yuqoridagi tokcha.""}]","[{""word"":""上手"",""hiragana"":""じょうず"",""meaning"":""mohir""}]"
"下","した","ost, past, tag","ot","N5","Top 500","⓪","","","","","テーブルの下に猫がいます。(てーぶるのしたにねこがいます。)","Stol tagida mushuk bor.","","上","3-darsdagi 「地下（ちか）」 dagi 「下」 shu belgidan — u yerda 「か」 deb o'qiladi. 「下手（へた）」 da esa 「へ」.","[{""kanji"":""下"",""meaning"":""past, ost"",""kunReading"":""shita, sa, kuda"",""onReading"":""ka, ge"",""strokes"":3}]","[{""sentence"":""木の下で休みました。(きのしたでやすみました。)"",""translation"":""Daraxt tagida dam oldim.""},{""sentence"":""ベッドの下に箱があります。(べっどのしたにはこがあります。)"",""translation"":""Krovat tagida quti bor.""}]","[{""word"":""地下"",""hiragana"":""ちか"",""meaning"":""yer osti""},{""word"":""靴下"",""hiragana"":""くつした"",""meaning"":""paypoq""}]"
"前","まえ","old, oldi","ot","N5","Top 500","①","","","","","駅の前にポストがあります。(えきのまえにぽすとがあります。)","Bekat oldida pochta qutisi bor.","","後ろ","Ham makon (old tomon), ham vaqt (oldin) ma'nosida: 「三時前」 — soat uchgacha. 1-darsdagi 「名前」 va 4-darsdagi 「午前」 dagi 「前」 shu belgidan.","[{""kanji"":""前"",""meaning"":""old, oldin"",""kunReading"":""mae"",""onReading"":""zen"",""strokes"":9}]","[{""sentence"":""ドアの前に犬がいます。(どあのまえにいぬがいます。)"",""translation"":""Eshik oldida it bor.""},{""sentence"":""銀行の前で会いましょう。(ぎんこうのまえであいましょう。)"",""translation"":""Bank oldida uchrashaylik.""}]","[{""word"":""駅前"",""hiragana"":""えきまえ"",""meaning"":""bekat oldi""},{""word"":""午前"",""hiragana"":""ごぜん"",""meaning"":""tushdan oldin""}]"
"後ろ","うしろ","orqa, orqasi","ot","N5","Top 1000","⓪","","","","","ビルの後ろに公園があります。(びるのうしろにこうえんがあります。)","Binoning orqasida bog' bor.","裏","前","4-darsdagi 「午後」 dagi 「後」 shu belgidan (u yerda 「ご」). Binoning orqa tomoni ma'nosida 「裏（うら）」 ham ishlatiladi.","[{""kanji"":""後"",""meaning"":""keyin, orqa"",""kunReading"":""ushi, ato, nochi"",""onReading"":""go, kou"",""strokes"":9}]","[{""sentence"":""私の後ろに座ってください。(わたしのうしろにすわってください。)"",""translation"":""Mening orqamga o'tiring.""},{""sentence"":""後ろに何がありますか。(うしろになにがありますか。)"",""translation"":""Orqada nima bor?""}]","[{""word"":""午後"",""hiragana"":""ごご"",""meaning"":""tushdan keyin""}]"
