"japanese_word","hiragana","meaning","part_of_speech","jlpt_level","frequency","pitch_accent","te_form","ta_form","nai_form","masu_form","example_sentence","example_translation","synonyms","antonyms","nuance","kanji_info","additional_examples","compounds"
"ダンス","ダンス","raqs","ot","N5","Top 5000","①","","","","","ダンスが上手ですね。(だんすがじょうずですね。)","Raqsga ustasiz-ku.","踊り","","Yaponcha muqobili 「踊り（おどり）」 — u ko'proq an'anaviy raqsni bildiradi; zamonaviy va bal raqslari uchun 「ダンス」.","[]","[{""sentence"":""ダンスを習っています。(だんすをならっています。)"",""translation"":""Raqs o'rganyapman.""},{""sentence"":""ダンスは下手です。(だんすはへたです。)"",""translation"":""Raqsga uddam yo'q.""}]","[{""word"":""ダンスをします"",""hiragana"":""ダンスをします"",""meaning"":""raqsga tushmoq""}]"
"音楽","おんがく","musiqa","ot","N5","Top 500","①","","","","","音楽が好きです。(おんがくがすきです。)","Musiqani yaxshi ko'raman.","ミュージック","","「音（tovush）」＋「楽（zavq）」. 8-darsdagi 「楽しい」 dagi 「楽」 shu belgidan — bu yerda 「がく」 deb o'qiladi.","[{""kanji"":""音"",""meaning"":""tovush, ovoz"",""kunReading"":""oto"",""onReading"":""on"",""strokes"":9},{""kanji"":""楽"",""meaning"":""musiqa; zavq"",""kunReading"":""tano"",""onReading"":""gaku, raku"",""strokes"":13}]","[{""sentence"":""毎晩音楽を聞きます。(まいばんおんがくをききます。)"",""translation"":""Har kecha musiqa tinglayman.""},{""sentence"":""どんな音楽が好きですか。(どんなおんがくがすきですか。)"",""translation"":""Qanaqa musiqani yoqtirasiz?""}]","[{""word"":""音楽会"",""hiragana"":""おんがくかい"",""meaning"":""musiqa kechasi""}]"
"歌","うた","qo'shiq","ot","N5","Top 1000","②","","","","","日本の歌が好きです。(にほんのうたがすきです。)","Yapon qo'shiqlarini yaxshi ko'raman.","ソング","","Fe'li o'zak bilan bir xil: 「歌を歌う（うたをうたう）」 — ""qo'shiqni qo'shiq qilmoq"" kabi eshitiladi, lekin bu to'g'ri va odatiy ibora.","[{""kanji"":""歌"",""meaning"":""qo'shiq, kuylamoq"",""kunReading"":""uta"",""onReading"":""ka"",""strokes"":14}]","[{""sentence"":""歌が上手ですね。(うたがじょうずですね。)"",""translation"":""Yaxshi kuylaysiz-ku.""},{""sentence"":""カラオケで歌を歌いました。(からおけでうたをうたいました。)"",""translation"":""Karaokeda qo'shiq aytdim.""}]","[{""word"":""歌います"",""hiragana"":""うたいます"",""meaning"":""qo'shiq aytmoq""},{""word"":""歌手"",""hiragana"":""かしゅ"",""meaning"":""qo'shiqchi""}]"
"クラシック","クラシック","klassik musiqa, mumtoz","ot","N5","Top 5000","③","","","","","クラシックが好きです。(くらしっくがすきです。)","Klassik musiqani yaxshi ko'raman.","クラシック音楽","ポップス","Yaponchada 「クラシック」 yolg'iz o'zi ""klassik musiqa"" degani; to'liq shakli 「クラシック音楽」. Kiyimda esa ""klassik uslub"" ma'nosini beradi.","[]","[{""sentence"":""クラシックのコンサートへ行きます。(くらしっくのこんさーとへいきます。)"",""translation"":""Klassik musiqa konsertiga boraman.""},{""sentence"":""クラシック音楽を聞きます。(くらしっくおんがくをききます。)"",""translation"":""Klassik musiqa tinglayman.""}]","[]"
"ジャズ","ジャズ","jaz","ot","N5","Boshqa","①","","","","","ジャズが好きですか。(じゃずがすきですか。)","Jazni yoqtirasizmi?","","","Yaponiyada jaz kafelari (ジャズ喫茶) XX asrda o'ziga xos madaniyat bo'lgan — mijozlar jimgina o'tirib faqat musiqa tinglashgan.","[]","[{""sentence"":""ジャズのコンサートがあります。(じゃずのこんさーとがあります。)"",""translation"":""Jaz konserti bo'ladi.""},{""sentence"":""ジャズはあまり聞きません。(じゃずはあまりききません。)"",""translation"":""Jazni kam tinglayman.""}]","[]"
"コンサート","コンサート","konsert","ot","N5","Top 5000","①","","","","","あしたコンサートがあります。(あしたこんさーとがあります。)","Ertaga konsert bo'ladi.","音楽会","","Yaponcha muqobili 「音楽会（おんがくかい）」 — u ko'proq klassik yoki maktab konsertiga nisbatan ishlatiladi.","[]","[{""sentence"":""コンサートのチケットを買いました。(こんさーとのちけっとをかいました。)"",""translation"":""Konsert chiptasini sotib oldim.""},{""sentence"":""一緒にコンサートへ行きませんか。(いっしょにこんさーとへいきませんか。)"",""translation"":""Birga konsertga bormaymizmi?""}]","[]"
"カラオケ","カラオケ","karaoke","ot","N5","Top 5000","⓪","","","","","カラオケが好きです。(からおけがすきです。)","Karaokeni yaxshi ko'raman.","","","Yaponcha 「空（から — bo'sh）」＋ 「オーケストラ」 ning qisqartmasi 「オケ」 — ya'ni ""bo'sh orkestr"" (ovozsiz musiqa). Yaponiyada ixtiro qilingan va dunyoga tarqalgan so'z.","[]","[{""sentence"":""友達とカラオケへ行きました。(ともだちとからおけへいきました。)"",""translation"":""Do'stlarim bilan karaokega bordim.""},{""sentence"":""カラオケで歌を歌います。(からおけでうたをうたいます。)"",""translation"":""Karaokeda qo'shiq aytaman.""}]","[{""word"":""カラオケボックス"",""hiragana"":""カラオケボックス"",""meaning"":""karaoke xonasi""}]"
"歌舞伎","かぶき","kabuki (an'anaviy yapon teatri)","ot","N5","Boshqa","⓪","","","","","歌舞伎を見たいです。(かぶきをみたいです。)","Kabuki tomosha qilmoqchiman.","","","「歌（qo'shiq）」＋「舞（raqs）」＋「伎（mahorat）」. XVII asrdan beri davom etadi; barcha rollarni, jumladan ayol rollarini ham (女形／おやま), erkaklar ijro etadi.","[{""kanji"":""歌"",""meaning"":""qo'shiq"",""kunReading"":""uta"",""onReading"":""ka"",""strokes"":14},{""kanji"":""舞"",""meaning"":""raqs"",""kunReading"":""ma"",""onReading"":""bu"",""strokes"":15},{""kanji"":""伎"",""meaning"":""mahorat, san'at"",""kunReading"":""-"",""onReading"":""gi, ki"",""strokes"":6}]","[{""sentence"":""歌舞伎はおもしろいですか。(かぶきはおもしろいですか。)"",""translation"":""Kabuki qiziqarlimi?""},{""sentence"":""歌舞伎のチケットは高いです。(かぶきのちけっとはたかいです。)"",""translation"":""Kabuki chiptasi qimmat.""}]","[{""word"":""歌舞伎座"",""hiragana"":""かぶきざ"",""meaning"":""Kabukiza teatri (Tokio)""}]"
"絵","え","rasm, surat (chizilgan)","ot","N5","Top 1000","①","","","","","絵が上手ですね。(えがじょうずですね。)","Chiroyli chizasiz-ku.","絵画","写真","6-darsdagi 「写真」 dan farqi: 「絵」 — qo'lda chizilgan, 「写真」 — kamera bilan olingan. Rasm chizmoq — 「絵をかく」, bu yerda 「描く」 kanjisi ishlatiladi.","[{""kanji"":""絵"",""meaning"":""rasm, tasvir"",""kunReading"":""-"",""onReading"":""e, kai"",""strokes"":12}]","[{""sentence"":""美術館で絵を見ました。(びじゅつかんでえをみました。)"",""translation"":""Muzeyda rasmlarni ko'rdim.""},{""sentence"":""子どもの絵はおもしろいです。(こどものえはおもしろいです。)"",""translation"":""Bolalarning rasmi qiziq bo'ladi.""}]","[{""word"":""絵はがき"",""hiragana"":""えはがき"",""meaning"":""manzarali otkritka""}]"
"字","じ","harf, belgi, yozuv","ot","N5","Top 1000","①","","","","","字が上手ですね。(じがじょうずですね。)","Xatingiz chiroyli ekan.","文字","","「字が上手」 — qo'lyozma chiroyli degani (xattotlik ma'nosida). To'liq shakli 「文字（もじ）」 — u ko'proq yozuv tizimi ma'nosida ishlatiladi.","[{""kanji"":""字"",""meaning"":""harf, belgi"",""kunReading"":""aza"",""onReading"":""ji"",""strokes"":6}]","[{""sentence"":""この字が読めません。(このじがよめません。)"",""translation"":""Bu harfni o'qiy olmayman.""},{""sentence"":""小さい字は見にくいです。(ちいさいじはみにくいです。)"",""translation"":""Mayda yozuvni ko'rish qiyin.""}]","[{""word"":""文字"",""hiragana"":""もじ"",""meaning"":""harf, yozuv belgisi""},{""word"":""名字"",""hiragana"":""みょうじ"",""meaning"":""familiya""}]"
"漢字","かんじ","kanji, iyeroglif","ot","N5","Top 1000","⓪","","","","","漢字は難しいです。(かんじはむずかしいです。)","Iyerogliflar qiyin.","","ひらがな, かたかな","「漢（Xitoy, Xan sulolasi）」＋「字（belgi）」 — ""Xitoy belgilari"". Kundalik foydalanish uchun rasman 2136 ta belgi belgilangan (常用漢字).","[{""kanji"":""漢"",""meaning"":""Xitoy (Xan)"",""kunReading"":""-"",""onReading"":""kan"",""strokes"":13},{""kanji"":""字"",""meaning"":""harf, belgi"",""kunReading"":""aza"",""onReading"":""ji"",""strokes"":6}]","[{""sentence"":""漢字が少しわかります。(かんじがすこしわかります。)"",""translation"":""Iyerogliflarni bir oz tushunaman.""},{""sentence"":""毎日漢字を勉強します。(まいにちかんじをべんきょうします。)"",""translation"":""Har kuni iyeroglif o'rganaman.""}]","[{""word"":""漢字辞典"",""hiragana"":""かんじじてん"",""meaning"":""iyerogliflar lug'ati""}]"
"ひらがな","ひらがな","hiragana (yapon alifbosi)","ot","N5","Top 5000","③","","","","","ひらがなで書いてください。(ひらがなでかいてください。)","Hiraganada yozing.","","かたかな","「平（oddiy, tekis）」＋「仮名（yordamchi belgi）」. Yumaloq shaklli, yaponcha so'zlar va grammatik qo'shimchalar uchun ishlatiladi.","[]","[{""sentence"":""ひらがなはわかります。(ひらがなはわかります。)"",""translation"":""Hiraganani tushunaman.""},{""sentence"":""子どもは ひらがなから習います。(こどもはひらがなからならいます。)"",""translation"":""Bolalar hiraganadan boshlab o'rganadi.""}]","[{""word"":""仮名"",""hiragana"":""かな"",""meaning"":""kana (hiragana va katakana)""}]"
"かたかな","かたかな","katakana (yapon alifbosi)","ot","N5","Top 5000","③","","","","","名前をかたかなで書きます。(なまえをかたかなでかきます。)","Ismimni katakanada yozaman.","","ひらがな","「片（yarim, bo'lak）」＋「仮名」 — belgilar iyerogliflarning bir bo'lagidan olingani uchun shunday atalgan. O'zlashma so'zlar, chet el nomlari va tovush taqlidlari uchun ishlatiladi.","[]","[{""sentence"":""かたかなは難しいです。(かたかなはむずかしいです。)"",""translation"":""Katakana qiyin.""},{""sentence"":""外国の言葉はかたかなで書きます。(がいこくのことばはかたかなでかきます。)"",""translation"":""Chet so'zlari katakanada yoziladi.""}]","[]"
"ローマ字","ローマじ","romaji, lotin yozuvi","ot","N5","Boshqa","⓪","","","","","ローマ字で書いてください。(ろーまじでかいてください。)","Lotin harflarida yozing.","","","「ローマ（Rim）」＋「字（belgi）」 — katakana va kanji aralash yoziladi. Yaponlar kompyuterda matn yozganda ham romaji orqali kiritadi.","[{""kanji"":""字"",""meaning"":""harf, belgi"",""kunReading"":""aza"",""onReading"":""ji"",""strokes"":6}]","[{""sentence"":""ローマ字は読みやすいです。(ろーまじはよみやすいです。)"",""translation"":""Lotin yozuvini o'qish oson.""},{""sentence"":""駅の名前はローマ字もあります。(えきのなまえはろーまじもあります。)"",""translation"":""Bekat nomlari lotin yozuvida ham bor.""}]","[]"
"細かいお金","こまかいおかね","mayda pul, chaqa","ot","N5","Boshqa","","","","","","細かいお金がありますか。(こまかいおかねがありますか。)","Mayda pulingiz bormi?","小銭","","「細かい（mayda）」＋7-darsdagi 「お金」. Qisqa shakli 「小銭（こぜに）」. Yaponiyada naqd pul ko'p ishlatilgani uchun bu ibora kundalik nutqda tez-tez uchraydi.","[{""kanji"":""細"",""meaning"":""ingichka, mayda"",""kunReading"":""hoso, koma"",""onReading"":""sai"",""strokes"":11},{""kanji"":""金"",""meaning"":""oltin, pul"",""kunReading"":""kane"",""onReading"":""kin"",""strokes"":8}]","[{""sentence"":""すみません、細かいお金がありません。(すみません、こまかいおかねがありません。)"",""translation"":""Kechirasiz, maydam yo'q.""},{""sentence"":""細かいお金に替えてください。(こまかいおかねにかえてください。)"",""translation"":""Maydalab bering.""}]","[{""word"":""小銭"",""hiragana"":""こぜに"",""meaning"":""chaqa, mayda pul""}]"
"チケット","チケット","chipta (konsert, tomosha)","ot","N5","Top 2000","①","","","","","コンサートのチケットがあります。(こんさーとのちけっとがあります。)","Konsert chiptam bor.","切符","","7-darsdagi 「切符」 dan farqi: 「切符」 — transport chiptasi, 「チケット」 — konsert, teatr, kino va samolyot chiptasi.","[]","[{""sentence"":""チケットを二枚買いました。(ちけっとをにまいかいました。)"",""translation"":""Ikkita chipta sotib oldim.""},{""sentence"":""チケットはいくらですか。(ちけっとはいくらですか。)"",""translation"":""Chipta qancha turadi?""}]","[{""word"":""チケット売り場"",""hiragana"":""チケットうりば"",""meaning"":""chipta kassasi""}]"
"時間","じかん","vaqt","ot","N5","Top 100","⓪","","","","","時間がありませんから、行きません。(じかんがありませんから、いきません。)","Vaqtim yo'qligi uchun bormayman.","","","4-darsdagi 「～時（soat necha）」 dan farqi: 「時間」 — vaqtning o'zi yoki davomiyligi (necha soat). 「三時」 — soat uch, 「三時間」 — uch soat davomida.","[{""kanji"":""時"",""meaning"":""vaqt, soat"",""kunReading"":""toki"",""onReading"":""ji"",""strokes"":10},{""kanji"":""間"",""meaning"":""oraliq, orasi"",""kunReading"":""aida, ma"",""onReading"":""kan"",""strokes"":12}]","[{""sentence"":""時間がありますか。(じかんがありますか。)"",""translation"":""Vaqtingiz bormi?""},{""sentence"":""二時間かかりました。(にじかんかかりました。)"",""translation"":""Ikki soat vaqt oldi.""}]","[{""word"":""時間割"",""hiragana"":""じかんわり"",""meaning"":""dars jadvali""}]"
"用事","ようじ","yumush, zarur ish","ot","N5","Top 5000","⓪","","","","","あした用事がありますから、行きません。(あしたようじがありますから、いきません。)","Ertaga ishim borligi uchun bormayman.","仕事","","「用事」 — kichik, shaxsiy yumush (bankka borish, kimnidir kutish). 8-darsdagi 「仕事」 esa kasbiy ish. Taklifni muloyim rad qilishda 「用事がありますから…」 juda ko'p ishlatiladi.","[{""kanji"":""用"",""meaning"":""foydalanish, yumush"",""kunReading"":""mochi"",""onReading"":""you"",""strokes"":5},{""kanji"":""事"",""meaning"":""ish, hodisa"",""kunReading"":""koto"",""onReading"":""ji"",""strokes"":8}]","[{""sentence"":""ちょっと用事があります。(ちょっとようじがあります。)"",""translation"":""Biroz ishim bor.""},{""sentence"":""用事が終わりました。(ようじがおわりました。)"",""translation"":""Yumushim tugadi.""}]","[{""word"":""用"",""hiragana"":""よう"",""meaning"":""yumush, ehtiyoj""}]"
"約束","やくそく","va'da; kelishilgan uchrashuv","ot","N5","Top 1000","⓪","","","","","友達と約束があります。(ともだちとやくそくがあります。)","Do'stim bilan uchrashuvim bor.","アポイント","","Ikki ma'noli: bergan va'da va kimdir bilan kelishilgan uchrashuv. Fe'l shakli 「約束します」. Yaponiyada va'dani buzish juda jiddiy qabul qilinadi.","[{""kanji"":""約"",""meaning"":""va'da, taxminan"",""kunReading"":""-"",""onReading"":""yaku"",""strokes"":9},{""kanji"":""束"",""meaning"":""bog'lam, bog'lamoq"",""kunReading"":""taba"",""onReading"":""soku"",""strokes"":7}]","[{""sentence"":""約束の時間に遅れました。(やくそくのじかんにおくれました。)"",""translation"":""Kelishilgan vaqtga kechikdim.""},{""sentence"":""約束を守ります。(やくそくをまもります。)"",""translation"":""Va'damda turaman.""}]","[{""word"":""約束します"",""hiragana"":""やくそくします"",""meaning"":""va'da bermoq""}]"
"ご主人","ごしゅじん","eringiz, xo'jayiningiz (boshqaning eri)","ot","N5","Top 2000","②","","","","","ご主人はお元気ですか。(ごしゅじんはおげんきですか。)","Eringiz yaxshi yuribdilarmi?","","奥さん","7-darsdagi 「父／お父さん」 qoidasining davomi: boshqaning eri — 「ご主人」, o'z eri — 「夫」 yoki 「主人」. 「ご主人」 ni o'z eriga nisbatan ishlatish xato.","[{""kanji"":""主"",""meaning"":""asosiy, xo'jayin"",""kunReading"":""nushi, omo"",""onReading"":""shu"",""strokes"":5},{""kanji"":""人"",""meaning"":""odam, kishi"",""kunReading"":""hito"",""onReading"":""jin, nin"",""strokes"":2}]","[{""sentence"":""ご主人のお仕事は何ですか。(ごしゅじんのおしごとはなんですか。)"",""translation"":""Eringizning kasbi nima?""},{""sentence"":""ご主人によろしく。(ごしゅじんによろしく。)"",""translation"":""Eringizga salom ayting.""}]","[]"
"夫","おっと","erim (o'z eri haqida)","ot","N5","Top 2000","⓪","","","","","夫は会社員です。(おっとはかいしゃいんです。)","Erim firma xodimi.","主人","妻","「夫」 — neytral va zamonaviy shakl, rasmiy hujjatlarda ham ishlatiladi. 「主人」 esa ""xo'jayin"" ma'nosidan kelib chiqqani uchun ba'zilar undan qochadi.","[{""kanji"":""夫"",""meaning"":""er, erkak"",""kunReading"":""otto"",""onReading"":""fu"",""strokes"":4}]","[{""sentence"":""夫と一緒に行きます。(おっとといっしょにいきます。)"",""translation"":""Erim bilan birga boraman.""},{""sentence"":""夫は料理が上手です。(おっとはりょうりがじょうずです。)"",""translation"":""Erim ovqat pishirishga usta.""}]","[{""word"":""夫婦"",""hiragana"":""ふうふ"",""meaning"":""er-xotin""}]"
"主人","しゅじん","erim, xo'jayinim (o'z eri haqida)","ot","N5","Top 2000","①","","","","","主人は銀行で働いています。(しゅじんはぎんこうではたらいています。)","Erim bankda ishlaydi.","夫","家内","「夫」 bilan bir ma'no, lekin biroz an'anaviyroq ohangda. Diqqat: 「主人」 do'kon yoki restoran egasi ma'nosida ham keladi — 「店の主人」.","[{""kanji"":""主"",""meaning"":""asosiy, xo'jayin"",""kunReading"":""nushi, omo"",""onReading"":""shu"",""strokes"":5},{""kanji"":""人"",""meaning"":""odam, kishi"",""kunReading"":""hito"",""onReading"":""jin, nin"",""strokes"":2}]","[{""sentence"":""主人は今、家にいません。(しゅじんはいま、いえにいません。)"",""translation"":""Erim hozir uyda yo'q.""},{""sentence"":""主人と旅行しました。(しゅじんとりょこうしました。)"",""translation"":""Erim bilan sayohat qildik.""}]","[]"
